league,season,date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_team_id,away_team_id,prob_home_proportional,prob_draw_proportional,prob_away_proportional,prob_home_shin,prob_draw_shin,prob_away_shin,shin_z,prob_over25_proportional,prob_under25_proportional,prob_over25_shin,prob_under25_shin
E1,1617,2016-08-05,Fulham,Newcastle,1,0,H,fpl-team-10,fpl-team-17,0.2525047307506124,0.2729386395974829,0.47455662965190476,0.2489810404990088,0.27029301379960335,0.4807259457013879,0.029536823742091656,0.5066312997347481,0.49336870026525204,0.507037099589189,0.49296290041081114
E1,1617,2016-08-06,Birmingham,Cardiff,0,0,D,,,0.4066472303206997,0.2957434402332362,0.2976093294460641,0.40990282856302007,0.2940745395342505,0.29602263190272937,0.03000899078324437,0.4308093994778067,0.5691906005221932,0.42632749513192864,0.5736725048680713
E1,1617,2016-08-06,Blackburn,Norwich,1,4,A,,,0.292117904892404,0.2976469504108722,0.4102351446967239,0.29029259250890427,0.2960646096004235,0.4136427978906722,0.029944212408736348,0.42077922077922075,0.5792207792207792,0.4155732713376546,0.5844267286623455
E1,1617,2016-08-06,Bristol City,Wigan,2,1,H,,,0.4263187631619498,0.2898967589501259,0.28378447788792444,0.43054586664902394,0.2879206849961575,0.28153344835481864,0.03073168103583157,0.4409448818897638,0.5590551181102362,0.4371227364174747,0.5628772635825252
E1,1617,2016-08-06,Derby,Brighton,0,0,D,,fpl-team-5,0.45587213342599037,0.28769979152189024,0.25642807505211956,0.4612948122762289,0.2856707622958645,0.2530344254279065,0.029920011525973678,0.4409448818897638,0.5590551181102362,0.4371227364174747,0.5628772635825252
E1,1617,2016-08-06,Huddersfield,Brentford,2,1,H,,fpl-team-4,0.4401128933189236,0.2761998802646617,0.28368722641641464,0.4449968835018294,0.2735887596473486,0.281414356850822,0.0309262671507895,0.5212765957446808,0.4787234042553191,0.5226757369623892,0.4773242630376109
E1,1617,2016-08-06,Ipswich,Barnsley,4,2,H,,,0.45371858229997275,0.2877239790194949,0.25855743868053244,0.4590379863296582,0.28569989985272154,0.2552621138176204,0.02987273596227169,0.45502645502645506,0.544973544973545,0.4520207721894716,0.5479792278105284
E1,1617,2016-08-06,Nott'm Forest,Burton,4,3,H,fpl-team-18,,0.4744801374384937,0.2852614723572817,0.24025839020422457,0.4806624583552816,0.2831397936237446,0.23619774802097393,0.029627639800310135,0.43044619422572183,0.5695538057742783,0.4255366977734378,0.5744633022265623
E1,1617,2016-08-06,Reading,Preston,1,0,H,,,0.42907468294974166,0.29967120713950207,0.2712541099107562,0.4332850261245259,0.29818439170416006,0.268530582171314,0.02972127590328455,0.3954081632653061,0.6045918367346939,0.38838981898016356,0.6116101810198364
E1,1617,2016-08-06,Rotherham,Wolves,2,2,D,,,0.3283681884031054,0.30205663484516426,0.36957517675173046,0.32814170184138536,0.30064580586169265,0.371212492296922,0.030558296479284763,0.4281984334203655,0.5718015665796344,0.42343245349418046,0.5765675465058195
E1,1617,2016-08-07,QPR,Leeds,3,0,H,,fpl-team-13,0.43906168347300983,0.29045619060522193,0.27048212592176823,0.4437108861255047,0.28856563378413197,0.2677234800903634,0.029718188219703734,0.42558746736292424,0.5744125326370757,0.4205242610075823,0.5794757389924177
E1,1617,2016-08-07,Sheffield Weds,Aston Villa,1,0,H,,fpl-team-2,0.4510085741190465,0.2900332061257868,0.25895821975516675,0.45631700426739863,0.28807042834037977,0.2556125673922216,0.030506320297718048,0.41558441558441556,0.5844155844155844,0.4097222222206359,0.5902777777793641
E1,1617,2016-08-12,Brighton,Nott'm Forest,3,0,H,fpl-team-5,fpl-team-18,0.5374253654196767,0.2679514569797821,0.1946231776005413,0.5460922655473881,0.26513355505210756,0.18877417940050428,0.02879896853119135,0.44619422572178474,0.5538057742782152,0.44284917758618875,0.5571508224138112
E1,1617,2016-08-13,Aston Villa,Rotherham,3,0,H,fpl-team-2,,0.5454220226493303,0.26356986010707856,0.19100811724359135,0.554828712856225,0.26042805417778003,0.18474323296599485,0.03011389123275876,0.4617414248021108,0.5382585751978891,0.459383753504971,0.540616246495029
E1,1617,2016-08-13,Barnsley,Derby,2,0,H,,,0.2619875861128163,0.2823818293431553,0.4556305845440283,0.2588071338558596,0.2800995554211786,0.46109331072296184,0.030200269538909197,0.4591029023746703,0.5408970976253298,0.4565461171848933,0.5434538828151066
E1,1617,2016-08-13,Brentford,Ipswich,2,0,H,fpl-team-4,,0.39507615424114634,0.2870006105277628,0.3179232352310908,0.39777553797101034,0.2849792243028775,0.3172452377261121,0.02954893303103745,0.49336870026525204,0.5066312997347481,0.49296290041081114,0.507037099589189
E1,1617,2016-08-13,Burton,Bristol City,1,2,A,,,0.33086190917516217,0.2993512511584801,0.36978683966635784,0.33074885998988135,0.2978337286696847,0.371417411340434,0.03025510278530419,0.45000000000000007,0.5499999999999999,0.44683678894319523,0.5531632110568048
