league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
D1,2627,2026-08-28,Bayern Munich,VfB Stuttgart,,,True,5.0,1.0,4.07897,1.24951,4.07897,1.24951,1.24951,4.07897,14.5,8.0625,17.0,6.0,2.7877,0.1486,0.908,0.0637,0.0283
D1,2627,2026-08-29,Union Berlin,Eintracht Frankfurt,,,True,3.0,3.0,2.28332,2.1189,2.28332,2.1189,2.1189,2.28332,6.821428571428571,18.333333333333332,5.0,11.0,1.4987000000000001,1.2539,0.4171,0.2474,0.3355
D1,2627,2026-08-29,FC Cologne,Hoffenheim,,,True,3.0,2.0,2.31412,1.92317,2.31412,1.16539,1.16539,2.31412,26.5,9.68421052631579,5.0,12.0,1.6292,1.121,0.4598,0.2498,0.2904
D1,2627,2026-08-29,RasenBallsport Leipzig,Borussia M.Gladbach,,,True,3.0,0.0,3.76496,1.23375,3.76496,1.23375,1.23375,3.76496,14.409090909090908,12.6,11.0,8.0,2.7274,0.1897,0.8815,0.0829,0.0356
D1,2627,2026-08-29,Mainz 05,Paderborn,,,True,0.0,0.0,1.54945,0.691131,1.54945,0.691131,0.691131,1.54945,14.0,19.454545454545453,10.0,3.0,2.0167,0.7261,0.5865,0.2572,0.1563
D1,2627,2026-08-29,Elversberg,Bayer Leverkusen,,,True,3.0,2.0,1.40032,2.61527,1.40032,2.61527,2.61527,1.40032,15.238095238095237,5.8076923076923075,7.0,17.0,0.6117,2.193,0.1388,0.1953,0.6659
D1,2627,2026-08-29,Borussia Dortmund,Hamburger SV,,,True,2.0,0.0,1.31287,1.10643,1.31287,1.10643,1.10643,1.31287,9.074074074074074,12.652173913043478,10.0,5.0,1.4898,1.2192,0.3996,0.291,0.3094
D1,2627,2026-08-30,Freiburg,Werder Bremen,,,True,4.0,1.0,2.38503,0.948636,2.38503,0.948636,0.948636,2.38503,14.444444444444445,11.88,8.0,1.0,2.4297,0.40259999999999996,0.754,0.1677,0.0783
D1,2627,2026-08-30,Augsburg,Schalke 04,,,True,3.0,0.0,5.53649,1.83691,5.53649,1.83691,1.83691,5.53649,28.5,17.923076923076923,12.0,7.0,2.8803,0.0858,0.9488,0.0339,0.0173
D1,2627,2026-09-04,VfB Stuttgart,FC Cologne,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Werder Bremen,RasenBallsport Leipzig,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Bayer Leverkusen,Union Berlin,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Hoffenheim,Borussia Dortmund,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Paderborn,Freiburg,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Borussia M.Gladbach,Elversberg,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-05,Schalke 04,Bayern Munich,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-06,Hamburger SV,Mainz 05,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-06,Eintracht Frankfurt,Augsburg,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-11,Union Berlin,Schalke 04,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,Freiburg,Borussia M.Gladbach,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,Hoffenheim,VfB Stuttgart,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,Mainz 05,Eintracht Frankfurt,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,Augsburg,Bayer Leverkusen,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,Borussia Dortmund,Paderborn,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-12,FC Cologne,Werder Bremen,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-13,RasenBallsport Leipzig,Hamburger SV,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-13,Elversberg,Bayern Munich,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-18,Bayern Munich,Union Berlin,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-19,Borussia M.Gladbach,Mainz 05,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-19,Eintracht Frankfurt,Freiburg,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-19,Hamburger SV,FC Cologne,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-19,Werder Bremen,Augsburg,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-19,VfB Stuttgart,Borussia Dortmund,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-20,Bayer Leverkusen,RasenBallsport Leipzig,,,False,,,,,,,,,,,,,,,,,
D1,2627,2026-09-20,Schalke 04,Elversberg,,,False,,,,,,,,,,,,,,,,,
