league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
E0,2324,2023-08-11,Burnley,Manchester City,hist-team-burnley,fpl-team-15,True,0,3,0.311032,2.40074,0.311032,2.40074,2.40074,0.311032,33.07142857142857,15.8,4,9,0.1385,2.7761,0.0177,0.0854,0.8969
E0,2324,2023-08-12,Arsenal,Nottingham Forest,fpl-team-1,fpl-team-18,True,2,1,0.84262,0.966305,0.84262,0.966305,0.966305,0.84262,4.0,44.1,9,4,1.1754,1.4883000000000002,0.2797,0.3363,0.384
E0,2324,2023-08-12,Bournemouth,West Ham,fpl-team-3,hist-team-west-ham,True,1,1,1.51025,1.4834,1.51025,1.4834,1.4834,1.51025,5.111111111111111,9.733333333333333,9,8,1.3845999999999998,1.2985,0.3559,0.3169,0.3272
E0,2324,2023-08-12,Brighton,Luton,fpl-team-5,hist-team-luton,True,4,1,4.36748,1.88594,3.60631,1.12477,1.12477,3.60631,6.875,23.0625,17,5,2.7246,0.1878,0.879,0.0876,0.0334
E0,2324,2023-08-12,Everton,Fulham,fpl-team-9,fpl-team-10,True,0,1,2.59001,1.58144,2.59001,1.58144,1.58144,2.59001,14.826086956521738,17.4,7,6,2.1102,0.6909,0.6371,0.1989,0.164
E0,2324,2023-08-12,Sheffield United,Crystal Palace,hist-team-sheffield-united,fpl-team-8,True,0,1,0.422704,2.27616,0.422704,2.27616,2.27616,0.422704,14.181818181818182,4.391304347826087,2,9,0.2253,2.6568,0.0358,0.1179,0.8463
E0,2324,2023-08-12,Newcastle United,Aston Villa,fpl-team-17,fpl-team-2,True,5,1,4.32208,1.486,4.32208,1.486,1.486,4.32208,15.0,11.571428571428571,9,6,2.7626000000000004,0.1709,0.8987,0.0665,0.0348
E0,2324,2023-08-13,Brentford,Tottenham,fpl-team-4,fpl-team-19,True,2,2,1.90756,1.45316,1.1464,1.45316,1.45316,1.1464,14.1,5.870967741935484,11,7,1.7563,0.9829,0.4985,0.2608,0.2407
E0,2324,2023-08-13,Chelsea,Liverpool,fpl-team-6,fpl-team-14,True,1,1,1.93258,1.29994,1.93258,1.29994,1.29994,1.93258,8.947368421052632,20.047619047619047,11,9,1.8441,0.9087,0.5323,0.2472,0.2205
E0,2324,2023-08-14,Manchester United,Wolverhampton Wanderers,fpl-team-16,,True,1,0,1.97087,1.72228,1.97087,1.72228,1.72228,1.97087,7.28125,13.5,16,12,1.5762,1.1733,0.4419,0.2505,0.3076
E0,2324,2023-08-18,Nottingham Forest,Sheffield United,fpl-team-18,hist-team-sheffield-united,True,2,1,1.37181,0.551038,1.37181,0.551038,0.551038,1.37181,15.866666666666667,12.526315789473683,6,4,2.0681000000000003,0.6533,0.5965,0.2786,0.1249
E0,2324,2023-08-19,Wolverhampton Wanderers,Brighton,,fpl-team-5,True,1,4,2.68821,3.15562,2.68821,3.15562,3.15562,2.68821,13.625,7.514285714285714,6,14,1.1195,1.6748,0.3046,0.2057,0.4897
E0,2324,2023-08-19,Fulham,Brentford,fpl-team-10,fpl-team-4,True,0,3,0.399899,3.46888,0.399899,2.70772,2.70772,0.399899,10.478260869565217,12.789473684210526,8,13,0.0434,2.9282,0.005,0.0284,0.9666
E0,2324,2023-08-19,Liverpool,Bournemouth,fpl-team-14,fpl-team-3,True,3,1,3.25448,1.3867,2.33406,1.3867,1.3867,2.33406,7.260869565217392,11.125,11,8,2.5404,0.3288,0.8032,0.1308,0.066
E0,2324,2023-08-19,Tottenham,Manchester United,fpl-team-19,fpl-team-16,True,2,0,2.53904,2.44604,2.53904,2.44604,2.44604,2.53904,9.85,12.52,12,12,1.4734999999999998,1.3163,0.4211,0.2102,0.3687
E0,2324,2023-08-19,Manchester City,Newcastle United,fpl-team-15,fpl-team-17,True,1,0,1.22528,0.257154,1.22528,0.257154,0.257154,1.22528,13.61904761904762,15.51851851851852,9,5,2.2204,0.4939,0.6449,0.2857,0.0694
E0,2324,2023-08-20,Aston Villa,Everton,fpl-team-2,fpl-team-9,True,4,0,3.24336,0.721465,2.48219,0.721465,0.721465,2.48219,17.0,16.73913043478261,13,2,2.8069,0.1276,0.9138,0.0655,0.0207
E0,2324,2023-08-20,West Ham,Chelsea,hist-team-west-ham,fpl-team-6,True,3,1,1.71234,1.60916,0.951168,0.847993,0.847993,0.951168,27.0,5.2727272727272725,3,9,1.4746,1.2349,0.3947,0.2905,0.3148
E0,2324,2023-08-21,Crystal Palace,Arsenal,fpl-team-8,fpl-team-1,True,0,1,1.06916,2.20593,1.06916,1.4448,1.4448,1.06916,14.375,9.6,10,7,0.5810000000000001,2.2217,0.1279,0.1973,0.6748
E0,2324,2023-08-25,Chelsea,Luton,fpl-team-6,hist-team-luton,True,3,0,3.41419,0.465741,3.41419,0.465741,0.465741,3.41419,7.1,19.130434782608692,17,4,2.8739,0.0788,0.9422,0.0473,0.0105
E0,2324,2023-08-26,Bournemouth,Tottenham,fpl-team-3,fpl-team-19,True,0,2,0.483582,2.26115,0.483582,2.26115,2.26115,0.483582,10.193548387096774,7.6923076923076925,6,20,0.2603999999999999,2.6106000000000003,0.0438,0.129,0.8272
E0,2324,2023-08-26,Arsenal,Fulham,fpl-team-1,fpl-team-10,True,2,2,3.23088,0.849817,2.46971,0.849817,0.849817,2.46971,8.0,35.55555555555556,22,2,2.7578,0.1577,0.8911,0.0845,0.0244
E0,2324,2023-08-26,Brentford,Crystal Palace,fpl-team-4,fpl-team-8,True,1,1,0.948011,1.06061,0.948011,1.06061,1.06061,0.948011,6.4,12.72,5,5,1.2513,1.4223,0.3083,0.3264,0.3653
E0,2324,2023-08-26,Everton,Wolverhampton Wanderers,fpl-team-9,,True,0,1,1.89792,1.40228,1.89792,1.40228,1.40228,1.89792,13.041666666666666,10.210526315789474,7,4,1.7305,1.0219,0.4943,0.2476,0.2581
E0,2324,2023-08-26,Manchester United,Nottingham Forest,fpl-team-16,fpl-team-18,True,3,2,3.02803,0.960354,2.26686,0.960354,0.960354,2.26686,8.421052631578947,19.846153846153847,13,5,2.6857,0.2116,0.861,0.1027,0.0363
E0,2324,2023-08-26,Brighton,West Ham,fpl-team-5,hist-team-west-ham,True,1,3,1.3743,2.9527,1.3743,2.9527,2.9527,1.3743,3.809523809523809,28.3,23,7,0.4377,2.4210000000000003,0.0988,0.1413,0.7599
E0,2324,2023-08-27,Burnley,Aston Villa,hist-team-burnley,fpl-team-2,True,1,3,0.630605,2.83691,0.630605,2.83691,2.83691,0.630605,8.193548387096774,24.33333333333333,8,9,0.1484,2.7695000000000003,0.0221,0.0821,0.8958
E0,2324,2023-08-27,Sheffield United,Manchester City,hist-team-sheffield-united,fpl-team-15,True,1,2,0.762232,3.84804,0.762232,3.08687,3.08687,0.762232,36.90909090909091,6.571428571428571,3,22,0.074,2.8816999999999995,0.0099,0.0443,0.9458
