canonical_id,display_name,fpl_id,understat_id,statsbomb_id,birth_date,confidence,method,verified_at
fpl-player-400,Jérémy Doku,400,,,,1.0,exact,
fpl-player-401,Omar Marmoush,401,,,,1.0,exact,
fpl-player-402,Rodrigo 'Rodri' Hernandez Cascante,402,,,,1.0,exact,
fpl-player-403,Sávio Moreira de Oliveira,403,,,,1.0,exact,
fpl-player-404,Tijjani Reijnders,404,,,,1.0,exact,
fpl-player-405,Nico González Iglesias,405,,,,1.0,exact,
fpl-player-406,Mateo Kovačić,406,,,,1.0,exact,
fpl-player-407,Claudio Echeverri,407,,,,1.0,exact,
fpl-player-408,Kalvin Phillips,408,,,,1.0,exact,
fpl-player-409,Divine Mukasa,409,,,,1.0,exact,
fpl-player-410,Jeremy Monga,410,,,,1.0,exact,
fpl-player-411,Erling Haaland,411,,,,1.0,exact,
fpl-player-481,Elliot Anderson,481,,,,1.0,exact,
fpl-player-587,Gerónimo Rulli,587,,,,1.0,exact,
fpl-player-43,Youri Tielemans,43,,,,1.0,exact,
fpl-player-162,Andrey Nascimento dos Santos,162,,,,1.0,exact,
fpl-player-325,Karl Darlow,325,,,,1.0,exact,
fpl-player-412,Senne Lammens,412,,,,1.0,exact,
fpl-player-413,Altay Bayındır,413,,,,1.0,exact,
fpl-player-414,Tom Heaton,414,,,,1.0,exact,
fpl-player-415,Patrick Dorgu,415,,,,1.0,exact,
fpl-player-416,Matthijs de Ligt,416,,,,1.0,exact,
fpl-player-417,Diogo Dalot Teixeira,417,,,,1.0,exact,
fpl-player-418,Harry Maguire,418,,,,1.0,exact,
fpl-player-419,Lisandro Martínez,419,,,,1.0,exact,
fpl-player-420,Leny Yoro,420,,,,1.0,exact,
fpl-player-421,Ayden Heaven,421,,,,1.0,exact,
fpl-player-422,Noussair Mazraoui,422,,,,1.0,exact,
fpl-player-423,Luke Shaw,423,,,,1.0,exact,
fpl-player-424,Harry Amass,424,,,,1.0,exact,
fpl-player-425,Tyler Fredricson,425,,,,1.0,exact,
fpl-player-426,Bruno Borges Fernandes,426,,,,1.0,exact,
fpl-player-427,Bryan Mbeumo,427,,,,1.0,exact,
fpl-player-428,Matheus Santos Carneiro da Cunha,428,,,,1.0,exact,
fpl-player-429,Marcus Rashford,429,,,,1.0,exact,
fpl-player-430,Mason Mount,430,,,,1.0,exact,
fpl-player-431,Amad Diallo,431,,,,1.0,exact,
fpl-player-432,Kobbie Mainoo,432,,,,1.0,exact,
fpl-player-433,Manuel Ugarte Ribeiro,433,,,,1.0,exact,
fpl-player-434,Jack Fletcher,434,,,,1.0,exact,
fpl-player-435,Shea Lacey,435,,,,1.0,exact,
fpl-player-436,Toby Collyer,436,,,,1.0,exact,
fpl-player-437,Bendito Mantato,437,,,,1.0,exact,
fpl-player-438,Tyler Fletcher,438,,,,1.0,exact,
fpl-player-439,Benjamin Sesko,439,,,,1.0,exact,
fpl-player-440,Joshua Zirkzee,440,,,,1.0,exact,
fpl-player-441,Chido Obi,441,,,,1.0,exact,
fpl-player-442,Nick Pope,442,,,,1.0,exact,
fpl-player-443,Mark Gillespie,443,,,,1.0,exact,
fpl-player-444,Ewen Jaouen,444,,,,1.0,exact,
fpl-player-445,Malick Thiaw,445,,,,1.0,exact,
fpl-player-446,Fabian Schär,446,,,,1.0,exact,
fpl-player-447,Sven Botman,447,,,,1.0,exact,
fpl-player-448,Dan Burn,448,,,,1.0,exact,
fpl-player-449,Lewis Hall,449,,,,1.0,exact,
fpl-player-450,Tino Livramento,450,,,,1.0,exact,
fpl-player-451,Alex Murphy,451,,,,1.0,exact,
fpl-player-453,Harvey Barnes,453,,,,1.0,exact,
fpl-player-454,Anthony Elanga,454,,,,1.0,exact,
fpl-player-456,Jacob Ramsey,456,,,,1.0,exact,
fpl-player-457,Jacob Murphy,457,,,,1.0,exact,
fpl-player-458,Joelinton Cássio Apolinário de Lira,458,,,,1.0,exact,
fpl-player-459,Lewis Miley,459,,,,1.0,exact,
fpl-player-460,Joe Willock,460,,,,1.0,exact,
fpl-player-461,Bazoumana Touré,461,,,,1.0,exact,
fpl-player-462,Sean Steur,462,,,,1.0,exact,
fpl-player-463,Nick Woltemade,463,,,,1.0,exact,
fpl-player-464,Yoane Wissa,464,,,,1.0,exact,
fpl-player-465,William Osula,465,,,,1.0,exact,
fpl-player-466,Sean Neave,466,,,,1.0,exact,
fpl-player-559,Aladji Bamba,559,,,,1.0,exact,
fpl-player-567,Lukás Hornícek,567,,,,1.0,exact,
fpl-player-593,Amar Dedic,593,,,,1.0,exact,
fpl-player-609,Leo Shahar,609,,,,1.0,exact,
fpl-player-467,Matz Sels,467,,,,1.0,exact,
fpl-player-468,John Victor Maciel Furtado,468,,,,1.0,exact,
fpl-player-469,Neco Williams,469,,,,1.0,exact,
fpl-player-470,Felipe Rodrigues da Silva,470,,,,1.0,exact,
fpl-player-471,Nikola Milenković,471,,,,1.0,exact,
fpl-player-472,Murillo Costa dos Santos,472,,,,1.0,exact,
fpl-player-473,Ola Aina,473,,,,1.0,exact,
fpl-player-474,Jair Paula da Cunha Filho,474,,,,1.0,exact,
fpl-player-475,Nicolò Savona,475,,,,1.0,exact,
fpl-player-476,Omar Richards,476,,,,1.0,exact,
fpl-player-477,Zach Abbott,477,,,,1.0,exact,
fpl-player-478,Luca Netz,478,,,,1.0,exact,
fpl-player-479,Tyler Bindon,479,,,,1.0,exact,
fpl-player-480,Morgan Gibbs-White,480,,,,1.0,exact,
fpl-player-482,Callum Hudson-Odoi,482,,,,1.0,exact,
fpl-player-483,Dan Ndoye,483,,,,1.0,exact,
fpl-player-484,Omari Hutchinson,484,,,,1.0,exact,
fpl-player-485,Dilane Bakwa,485,,,,1.0,exact,
fpl-player-486,James McAtee,486,,,,1.0,exact,
fpl-player-487,Nicolás Domínguez,487,,,,1.0,exact,
fpl-player-488,Ibrahim Sangaré,488,,,,1.0,exact,
fpl-player-489,Ryan Yates,489,,,,1.0,exact,
fpl-player-490,Chris Wood,490,,,,1.0,exact,
fpl-player-491,Igor Jesus Maciel da Cruz,491,,,,1.0,exact,
fpl-player-493,Arnaud Kalimuendo,493,,,,1.0,exact,
fpl-player-558,Xaver Schlager,558,,,,1.0,exact,
fpl-player-581,Ousmane Diomande,581,,,,1.0,exact,
fpl-player-590,Steven Benda,590,,,,1.0,exact,
fpl-player-112,Jan Paul van Hecke,112,,,,1.0,exact,
fpl-player-455,Sandro Tonali,455,,,,1.0,exact,
fpl-player-494,Guglielmo Vicario,494,,,,1.0,exact,
fpl-player-495,Brandon Austin,495,,,,1.0,exact,
fpl-player-496,Antonín Kinský,496,,,,1.0,exact,
fpl-player-497,Martin Dubravka,497,,,,1.0,exact,
fpl-player-498,Marcos Senesi Barón,498,,,,1.0,exact,
fpl-player-499,Pedro Porro Sauceda,499,,,,1.0,exact,
fpl-player-500,Cristian Romero,500,,,,1.0,exact,
fpl-player-501,Kevin Danso,501,,,,1.0,exact,
fpl-player-502,Andrew Robertson,502,,,,1.0,exact,
fpl-player-503,Micky van de Ven,503,,,,1.0,exact,
fpl-player-505,Djed Spence,505,,,,1.0,exact,
fpl-player-506,Destiny Udogie,506,,,,1.0,exact,
fpl-player-507,Ashley Phillips,507,,,,1.0,exact,
fpl-player-508,Ben Davies,508,,,,1.0,exact,
fpl-player-509,Jun'ai Byfield,509,,,,1.0,exact,
fpl-player-510,James Rowswell,510,,,,1.0,exact,
fpl-player-511,João Victor de Souza Menezes,511,,,,1.0,exact,
fpl-player-512,Mohammed Kudus,512,,,,1.0,exact,
fpl-player-513,Xavi Simons,513,,,,1.0,exact,
fpl-player-514,Mathys Tel,514,,,,1.0,exact,
fpl-player-515,James Maddison,515,,,,1.0,exact,
fpl-player-516,Rodrigo Bentancur,516,,,,1.0,exact,
fpl-player-517,Wilson Odobert,517,,,,1.0,exact,
fpl-player-518,Pape Matar Sarr,518,,,,1.0,exact,
fpl-player-519,Conor Gallagher,519,,,,1.0,exact,
fpl-player-520,Lucas Bergvall,520,,,,1.0,exact,
fpl-player-521,Dejan Kulusevski,521,,,,1.0,exact,
fpl-player-522,Archie Gray,522,,,,1.0,exact,
fpl-player-523,Mikey Moore,523,,,,1.0,exact,
fpl-player-524,Callum Olusesi,524,,,,1.0,exact,
fpl-player-525,Mateus Fernandes,525,,,,1.0,exact,
fpl-player-526,Dominic Solanke-Mitchell,526,,,,1.0,exact,
fpl-player-527,Richarlison de Andrade,527,,,,1.0,exact,
fpl-player-528,Dane Scarlett,528,,,,1.0,exact,
fpl-player-601,Luca Williams-Barnett,601,,,,1.0,exact,
fpl-player-529,Robin Roefs,529,,,,1.0,exact,
fpl-player-530,Anthony Patterson,530,,,,1.0,exact,
fpl-player-531,Melker Ellborg,531,,,,1.0,exact,
fpl-player-532,Daniel Ballard,532,,,,1.0,exact,
fpl-player-533,Nordi Mukiele,533,,,,1.0,exact,
fpl-player-534,Trai Hume,534,,,,1.0,exact,
fpl-player-535,Omar Alderete,535,,,,1.0,exact,
fpl-player-536,Reinildo Mandava,536,,,,1.0,exact,
fpl-player-537,Jenson Seelt,537,,,,1.0,exact,
fpl-player-538,Leo Fuhr Hjelde,538,,,,1.0,exact,
fpl-player-539,Luke O'Nien,539,,,,1.0,exact,
fpl-player-540,Arthur Masuaku,540,,,,1.0,exact,
fpl-player-541,Thomas Meunier,541,,,,1.0,exact,
fpl-player-542,Enzo Le Fée,542,,,,1.0,exact,
fpl-player-543,Habib Diarra,543,,,,1.0,exact,
fpl-player-544,Granit Xhaka,544,,,,1.0,exact,
fpl-player-545,Noah Sadiki,545,,,,1.0,exact,
fpl-player-546,Simon Adingra,546,,,,1.0,exact,
fpl-player-547,Romaine Mundle,547,,,,1.0,exact,
fpl-player-548,Chris Rigg,548,,,,1.0,exact,
fpl-player-549,Chemsdine Talbi,549,,,,1.0,exact,
fpl-player-550,Djiamgone Jocelin Ta Bi,550,,,,1.0,exact,
fpl-player-551,Nilson Angulo,551,,,,1.0,exact,
fpl-player-552,Brian Brobbey,552,,,,1.0,exact,
fpl-player-553,Wilson Isidor,553,,,,1.0,exact,
fpl-player-610,Luc De Fougerolles,610,,,,1.0,exact,
