league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
I1,2425,Mateo Retegui,Atalanta,,2435,36,25,23.05881144106388,21,19.252317164093256,8,5.460668161511421,26.73618371039629,7.0630652736872435
I1,2425,Moise Kean,Fiorentina,,2722,32,19,21.887753661721945,18,20.365155961364508,3,2.3220364889129996,22.372604370117188,2.2697757203131914
I1,2425,Ademola Lookman,Atalanta,,2295,31,15,13.808704778552055,14,13.047405943274498,5,8.88729977607727,24.82031987607479,8.259659683331847
I1,2425,Riccardo Orsolini,Bologna,,1914,30,15,10.357791488990188,12,8.073895009234548,4,4.652595203369856,13.579532280564308,3.471814767457545
I1,2425,Romelu Lukaku,Napoli,,2913,36,14,13.292909391224384,11,10.247714065015316,10,4.244027925655246,16.940836619585752,4.888765563257039
I1,2425,Marcus Thuram,Inter,,2316,32,14,12.123272212222219,14,12.123272212222219,4,4.545049572363496,20.545659221708775,6.454995878040791
I1,2425,Scott McTominay,Napoli,,2938,34,12,8.857582463882864,12,8.857582463882864,4,2.8353318478912115,17.02024569362402,7.907815325073898
I1,2425,Lautaro Martínez,Inter,,2605,31,12,14.972904972732067,12,14.972904972732067,3,5.210264602676034,20.420169971883297,4.456489903852344
I1,2425,Artem Dovbyk,Roma,,2454,32,12,14.354873014613986,10,12.832275385037065,2,2.92091160826385,14.934369965456426,3.34222876932472
I1,2425,Lorenzo Lucca,Udinese,,2369,33,12,9.25349983945489,11,8.492201004177332,1,1.4154015257954597,9.291834384202957,1.9438087791204453
I1,2425,Christian Pulisic,AC Milan,,2518,34,11,11.676121918484569,8,8.63092665374279,9,7.215573945082724,21.96822089701891,9.794868961907923
I1,2425,Nikola Krstovic,Lecce,,3096,37,11,12.192179908044636,9,9.908283424563706,5,3.5718187177553773,13.792114338837564,3.114339157938957
I1,2425,Pedro,Lazio,,1057,30,10,6.393306020647287,8,4.870708409696817,1,1.4419082198292017,10.305274097248912,4.8102878127247095
I1,2425,Andrea Pinamonti,Genoa,,2886,36,10,7.931828275322914,10,7.1705294996500015,1,1.8391901552677155,12.397627600468695,4.713260012678802
I1,2425,Dusan Vlahovic,Juventus,,1793,29,10,15.096059490926564,6,12.050864440388978,4,1.744228720664978,16.02136825490743,3.5828115344047546
I1,2425,Roberto Piccoli,Cagliari,,3180,37,10,17.91569169005379,9,17.154392854776233,1,1.1450618766248226,18.1155537343584,2.0816250210627913
