league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
I1,2021,Cristiano Ronaldo,Juventus,,2807,33,29,29.838080540299416,23,23.747807636857033,3,3.854639131575823,28.635408580303192,8.915713196620345
I1,2021,Romelu Lukaku,Inter,,2885,36,24,23.425761096179485,18,18.85796343535185,11,8.387606982141733,30.672939762473106,5.996651898138225
I1,2021,Luis Muriel,Atalanta,,1434,36,22,16.69221208244562,20,14.408358044922352,8,4.887805109843612,23.75210902094841,6.238759083673358
I1,2021,Dusan Vlahovic,Fiorentina,,2945,37,21,18.47659022733569,15,13.908836300484836,3,2.2961632944643497,14.827188201248646,1.5626247003674507
I1,2021,Ciro Immobile,Lazio,,2887,35,20,19.77111872844398,16,13.68072753213346,6,7.202587214298546,24.116883251816034,4.969875447452068
I1,2021,Simy,Crotone,,2935,38,20,17.47387995570898,12,11.38356663659215,2,1.525829304009676,13.730488548055291,2.165550235658884
I1,2021,Lorenzo Insigne,Napoli,,2888,35,19,17.347502633929253,12,11.257102621719241,7,9.122006066143513,27.06416542828083,12.546444866806269
I1,2021,Domenico Berardi,Sassuolo,,2494,30,17,14.489954987540841,10,8.399760433472693,7,6.099211188964546,19.3198859449476,7.612012619152665
I1,2021,Lautaro Martínez,Inter,,2598,38,17,16.887195516377687,15,15.364597965031862,6,6.3103544022887945,23.09420534595847,3.8611143939197063
I1,2021,João Pedro,Cagliari,,3273,37,16,13.289643744006753,12,9.483153296634555,3,5.296103684231639,17.20094309654087,6.281496572308242
I1,2021,Duván Zapata,Atalanta,,2407,37,15,18.03863985836506,14,17.277340568602085,9,6.08406893350184,27.761002134531736,7.628689471632242
I1,2021,Zlatan Ibrahimovic,AC Milan,,1503,19,15,16.254984244704247,12,11.687309190630913,2,1.4163753855973482,11.79189470410347,3.0064300671219826
I1,2021,Henrikh Mkhitaryan,Roma,,2752,34,13,12.416659481823444,12,11.655360467731953,10,8.947890466079116,28.586254842579365,10.100948265753686
I1,2021,Andrea Belotti,Torino,,2915,35,13,13.569569863379002,9,9.763118781149387,6,7.065984427928925,16.29298414848745,1.811144103296101
I1,2021,Fabio Quagliarella,Sampdoria,,2216,33,13,11.09374114125967,11,8.809969119727612,1,1.4081908948719501,10.010087101720273,1.1652662921696901
I1,2021,Franck Kessié,AC Milan,,3231,37,13,13.495032045990229,2,3.598271030932665,4,3.90841150842607,16.192331817001104,11.070897400379181
I1,2021,Mattia Destro,Genoa,,1625,29,11,7.482144523411989,11,7.482144523411989,1,0.5846976954489946,8.329889498651028,1.2265980867668986
