league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
I1,2122,Ciro Immobile,Lazio,,2731,31,27,22.364816416054964,20,15.513127692043781,2,2.5868874872103333,20.604711312800646,4.54159916844219
I1,2122,Dusan Vlahovic,"Fiorentina,Juventus",,2948,36,24,18.232162565924227,19,13.664370813407004,3,3.117640297859907,19.078370563685894,5.176782550290227
I1,2122,Lautaro Martínez,Inter,,2334,35,21,24.57045882754028,18,20.002661837264895,3,3.6040150886401534,24.541737204417586,5.153754536062479
I1,2122,Tammy Abraham,Roma,,3122,37,17,20.966689297929406,14,18.68278823234141,4,4.464711452834308,20.722925942391157,2.7717350060120225
I1,2122,Giovanni Simeone,"Cagliari,Verona",,2690,36,17,11.989408922381699,17,11.228109908290207,5,3.3666056245565414,18.44293099269271,4.705601567402482
I1,2122,Gianluca Scamacca,Sassuolo,,2166,36,16,11.125879927538335,15,10.364581308327615,0,2.1559393731877208,15.934039829298854,5.106660965830088
I1,2122,Domenico Berardi,Sassuolo,,2867,33,15,12.496549953706563,9,7.9288422437384725,15,9.718380948528647,23.20406873524189,10.173858169466257
I1,2122,Marko Arnautovic,Bologna,,2712,33,14,15.744558840990067,12,13.460662811994553,1,3.620817095041275,18.33075999096036,5.7628194922581315
I1,2122,Victor Osimhen,Napoli,,1983,27,14,12.61024273186922,14,12.61024273186922,2,2.2337573962286115,14.784393921494484,2.4785416275262833
I1,2122,Gerard Deulofeu,Udinese,,2653,34,13,9.105165492743254,12,8.343866478651762,5,7.805356757715344,16.60325688496232,5.253807193599641
I1,2122,Mario Pasalic,Atalanta,,2021,37,13,10.01475265622139,13,10.01475265622139,6,5.651005703955889,18.69374257326126,5.48329041339457
I1,2122,Edin Dzeko,Inter,,2478,36,13,16.463176418095827,13,16.463176418095827,5,4.338647693395615,23.870775816962123,7.590861413627863
I1,2122,João Pedro,Cagliari,,3330,37,13,12.936732159927487,10,9.891542108729482,4,3.6051437789574265,15.291696224361658,4.556440118700266
I1,2122,Andrea Pinamonti,Empoli,,2871,36,13,12.275352196767926,9,9.230156244710088,2,3.373107163235545,13.560798598453403,3.3956189434975386
I1,2122,Gianluca Caprari,Verona,,2777,35,12,7.1541948756203055,10,5.631596862338483,7,6.8226932836696506,23.104433193802834,13.380763500928879
I1,2122,Olivier Giroud,AC Milan,,1927,29,11,11.489900324493647,9,9.967302296310663,3,2.901090707629919,12.086555399000645,3.4983242135494947
I1,2122,Dries Mertens,Napoli,,1377,30,11,5.347360905259848,10,4.586061920970678,1,3.3490750901401043,10.522610567510128,4.893699029460549
I1,2122,Lorenzo Insigne,Napoli,,2322,32,11,15.739551635459065,2,5.842783646658063,9,6.324579296633601,14.984550166875124,7.264441855251789
I1,2122,Sergej Milinkovic-Savic,Lazio,,3121,37,11,8.492887605912983,11,8.492887605912983,11,7.113518685102463,18.034987832419574,11.111050514504313
I1,2122,Antonin Barak,Verona,,2355,29,11,10.653817124664783,7,7.6086201295256615,4,3.3490537218749523,16.00180507078767,8.335449521429837
I1,2122,Francesco Caputo,"Sampdoria,Sassuolo",,2964,38,11,11.48486315831542,11,10.723564144223928,6,4.324103958904743,16.39677121862769,3.2675846144557
I1,2122,Rafael Leão,AC Milan,,2649,34,11,9.124194806441665,11,9.124194806441665,8,7.430774804204702,18.031454913318157,3.521644489839673
I1,2122,Beto,Udinese,,2180,28,11,13.282656040042639,11,13.282656040042639,0,1.7648195903748274,16.065473101101816,3.909915925003588
I1,2122,Duván Zapata,Atalanta,,1739,24,10,15.456983227282763,7,13.173129219561815,4,4.204067397862673,17.641933143138885,3.8781870417296886
I1,2122,Paulo Dybala,Juventus,,2079,29,10,8.141843285411596,9,6.619241151958704,5,5.419801661744714,16.03753306157887,6.974124785512686
I1,2122,Federico Bonazzoli,Salernitana,,1871,32,10,7.837845912203193,8,6.31524789147079,0,0.9701058827340603,7.324637366458774,1.5100651662796736
I1,2122,Giacomo Raspadori,Sassuolo,,2777,36,10,8.068627785891294,10,8.068627785891294,5,4.398538985289633,16.796999979764223,6.349780878983438
I1,2122,Pedro,Lazio,,2048,32,9,4.05756788700819,9,4.05756788700819,5,3.8734197160229087,13.376773338764906,6.06186394020915
I1,2122,Luis Muriel,Atalanta,,1545,27,9,7.264559049159288,7,5.741964045912027,8,6.058354191482067,13.198637582361698,4.924136057496071
I1,2122,Lorenzo Pellegrini,Roma,,2321,28,9,9.255893664434552,7,6.971999416127801,5,8.095763454213738,13.354318222030997,5.618137615732849
I1,2122,Mattia Destro,Genoa,,1763,27,9,8.294493262656033,9,8.294493262656033,1,0.9615510031580925,8.683049862273037,0.4125673994421959
I1,2122,Álvaro Morata,Juventus,,2326,35,9,9.878891909494996,8,9.117592895403504,7,6.9221428241580725,16.754406172782183,4.392625104635954
I1,2122,Thomas Henry,Venezia,,2138,33,9,7.637231107801199,9,7.637231107801199,3,2.6388353034853935,8.767545774579048,0.9426808916032314
I1,2122,Ivan Perisic,Inter,,2860,35,8,4.645239282399416,7,3.88394008949399,7,9.093384258449078,21.975545128807425,13.473395837470889
I1,2122,Andrea Belotti,Torino,,1393,22,8,7.67530857026577,5,5.391415640711784,1,0.6532213129103184,5.3385946452617645,1.2071225112304091
I1,2122,Zlatan Ibrahimovic,AC Milan,,986,23,8,7.344693657010794,8,6.583394642919302,3,2.3740153945982456,10.178349889814854,2.173675924539566
I1,2122,Daniele Verde,Spezia,,1964,33,8,5.547374838963151,7,4.024776631966233,6,4.835838243365288,9.32103265915066,3.875827464275062
I1,2122,Hakan Calhanoglu,Inter,,2550,34,7,6.000108636915684,4,3.716212470084429,12,8.4635193310678,18.553644260391593,14.091983556747437
I1,2122,Manolo Gabbiadini,Sampdoria,,1152,18,7,3.957473713904619,7,3.957473713904619,2,1.5494944285601377,4.927627079188824,0.9509927956387401
I1,2122,Antonio Candreva,Sampdoria,,3154,36,7,6.305500783026218,6,4.782902881503105,10,8.692489482462406,14.684136310592294,6.70742198638618
I1,2122,Mattia Aramu,Venezia,,2123,32,7,6.246447209268808,4,3.2012508921325207,5,4.522364687174559,7.375948952510953,3.119507599622011
I1,2122,Fabián,Napoli,,2415,32,7,1.517354005947709,7,1.517354005947709,4,3.542400922626257,14.418762916699052,11.848705461248755
I1,2122,Josip Brekalo,Torino,,2305,32,7,5.653077032417059,7,5.653077032417059,2,6.5102324318140745,13.894884820096195,5.849664398469031
I1,2122,Hamed Junior Traore,Sassuolo,,1786,31,7,5.885027231648564,7,5.885027231648564,2,4.181170254945755,14.383027093484998,7.439503617584705
I1,2122,Nicolás González,Fiorentina,,2370,33,7,10.300649482756853,4,8.016752913594246,6,4.320275987498462,14.800732970237732,5.517761059105396
I1,2122,Nahuel Molina,Udinese,,2662,35,7,4.134758328087628,7,4.134758328087628,2,4.4521033968776464,13.160006137564778,8.308312718756497
I1,2122,David Okereke,Venezia,,2073,32,7,5.30778388492763,7,5.30778388492763,0,0.8920550048351288,7.601597452536225,2.460304057225585
I1,2122,Felipe Anderson,Lazio,,2930,38,6,6.128228355199099,6,6.128228355199099,8,6.424979998730123,17.280533079057932,7.419308198615909
I1,2122,Piotr Zielinski,Napoli,,2114,35,6,3.2195579186081886,6,3.2195579186081886,5,4.047316421754658,12.053123546764255,6.3499706499278545
I1,2122,Simone Verdi,"Salernitana,Torino",,895,18,6,3.572904674336314,5,2.8116062823683023,0,1.32294141035527,4.0747452564537525,1.3288622172549367
I1,2122,Franck Kessié,AC Milan,,2313,31,6,4.8313945308327675,4,2.5474942084401846,0,1.9243412632495165,12.66595740430057,9.775877108797431
