league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
I1,1718,Ciro Immobile,Lazio,,2706,33,29,21.299808682873845,22,15.209529461339116,9,6.810372309759259,23.533572487533092,5.524158710613847
I1,1718,Mauro Icardi,Inter,,2984,34,29,23.019863333553076,23,17.69077955558896,2,4.514053216204047,22.24777320213616,3.04539380595088
I1,1718,Paulo Dybala,Juventus,,2356,33,22,13.170289436355233,19,9.363873081281781,5,4.819444891065359,15.791880454868078,6.677143428474665
I1,1718,Fabio Quagliarella,Sampdoria,,2747,35,19,18.391944392584264,12,12.301587329246104,6,6.648938776925206,17.737697571516037,2.568524523638189
I1,1718,Dries Mertens,Napoli,,3026,38,18,18.78953269869089,14,14.9830437079072,6,7.525534484535456,26.60213926807046,9.092547074891627
I1,1718,Edin Dzeko,Roma,,3016,36,16,17.002712409943342,16,17.002712409943342,4,4.159456540830433,23.339887775480747,5.367070326581597
I1,1718,Gonzalo Higuaín,Juventus,,2811,35,16,13.411729529500008,15,11.889127161353827,6,3.2216845341026783,18.532193060964346,5.675433866679668
I1,1718,Giovanni Simeone,Fiorentina,,3027,38,14,14.101910475641489,14,14.101910475641489,4,2.7589886840432882,17.262482844293118,2.6692787688225508
I1,1718,Iago Falque,Torino,,2864,37,12,8.742747833952308,12,8.742747833952308,8,7.619544985704124,15.690612580627203,3.2429327443242073
I1,1718,Roberto Inglese,Chievo,,2807,34,12,9.060249483212829,11,7.537650501355529,2,2.5520588983781636,9.97262318432331,2.3164838375523686
I1,1718,Sergej Milinkovic-Savic,Lazio,,2856,35,12,6.583664470817894,12,6.583664470817894,3,6.250788372009993,18.66026286408305,11.146417804062366
I1,1718,Kevin Lasagna,Udinese,,2159,29,12,13.01709595695138,12,13.01709595695138,1,0.6069352040067315,15.851691884920001,2.6421421710401773
I1,1718,Ivan Perisic,Inter,,3320,37,11,9.32253023982048,11,9.32253023982048,9,9.830475230701268,23.860376492142677,7.067653268575668
I1,1718,Leonardo Pavoletti,Cagliari,,2728,33,11,11.587606087327003,11,11.587606087327003,0,1.8446425050497055,12.568766495212913,3.448701659217477
I1,1718,Duván Zapata,Sampdoria,,2122,31,11,9.476613890379667,11,9.476613890379667,4,3.5229168720543385,13.796359289437532,2.9544056951999664
I1,1718,Luis Alberto,Lazio,,2688,34,11,7.415718359872699,10,5.893121024593711,14,10.925709586590528,18.896084995940328,9.985802702605724
I1,1718,Josip Ilicic,Atalanta,,2007,31,11,8.720241472125053,9,7.197680488228798,8,6.3604792430996895,16.365925004705787,8.383319259621203
I1,1718,Mirco Antenucci,SPAL 2013,,2572,33,11,7.723329787142575,6,3.916869909502566,7,3.7638451801612973,8.134128171950579,2.826704492792487
I1,1718,Andrea Belotti,Torino,,2675,32,10,11.985758966766298,10,10.463164932094514,4,4.689375955611467,14.239649936556816,5.483870794065297
