league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
I1,1415,Mauro Icardi,Inter,,2897,36,22,20.040542796254158,18,16.23405071347952,6,4.607649822719395,23.242992505431175,4.910615417174995
I1,1415,Luca Toni,Verona,,3228,38,22,21.204779289662838,18,16.636978156864643,2,2.914252175949514,18.81055624037981,3.106043342500925
I1,1415,Carlos Tévez,Juventus,,2594,32,20,13.372143227607012,18,10.327029217034578,7,5.016579000279307,20.00764187425375,8.907538089901209
I1,1415,Gonzalo Higuaín,Napoli,,2786,37,18,21.097405649721622,15,15.768323302268982,7,4.082174202427268,22.71159227192402,4.917352854274213
I1,1415,Jérémy Menez,AC Milan,,2713,33,16,10.936866567470133,8,4.846598451025784,4,4.379691304638982,13.755920260213315,6.88968809787184
I1,1415,Manolo Gabbiadini,"Napoli,Sampdoria",,1837,33,15,6.8005421962589025,15,6.8005421962589025,3,4.417000730521977,10.32979589048773,3.1925900196656585
I1,1415,Domenico Berardi,Sassuolo,,2700,32,15,12.3686048919335,9,7.039556062780321,10,5.605741148814559,14.382551290094852,5.761788988485932
I1,1415,Antonio Di Natale,Udinese,,2388,33,14,7.981885898858309,13,7.220591861754656,7,5.763603864237666,10.204473227262497,0.9013023171573877
I1,1415,Iago Falque,Genoa,,2369,32,13,9.25128051918,11,7.728682520799339,3,4.478685561567545,15.056411395780742,5.329732967540622
I1,1415,Fabio Quagliarella,Torino,,2810,34,13,12.637390909716487,10,10.35349884442985,4,5.061527641490102,14.621725354343653,1.977236513979733
I1,1415,Paulo Dybala,Palermo,,2972,34,13,16.08828773908317,10,13.804468719288707,10,5.279360801912844,21.396773502230644,7.618318185210228
I1,1415,Miroslav Klose,Lazio,,1828,34,13,11.33358334377408,13,11.33358334377408,6,4.19574118591845,16.79562074318528,3.6978938542306423
I1,1415,José Callejón,Napoli,,2974,38,11,10.127574145793915,11,10.127574145793915,3,6.018204759806395,23.40730392932892,10.030321275815368
I1,1415,Simone Zaza,Sassuolo,,2597,31,11,10.174191014841199,10,8.651592062786222,2,1.856889957562089,11.206031959503889,1.6126217059791088
I1,1415,Cyril Théréau,Udinese,,2476,37,10,6.998361434787512,10,6.998361434787512,0,1.658774091862142,11.675085235387087,4.88595524802804
I1,1415,Marco Parolo,Lazio,,3009,34,10,5.637844417244196,10,5.637844417244196,2,1.7709353845566511,12.886942479759455,7.551660786382854
I1,1415,Felipe Anderson,Lazio,,2095,32,10,6.354086707346141,10,6.354086707346141,7,8.058049659244716,20.190941440872848,8.095050036907196
I1,1415,Massimo Maccarone,Empoli,,2507,34,10,8.975993259809911,9,8.21469424571842,7,7.552497444674373,14.702127551659942,3.1062757279723883
I1,1415,Antonio Candreva,Lazio,,2656,34,10,10.514121558517218,8,8.230271022766829,9,8.076550832018256,18.707102028653026,7.2503051571547985
I1,1415,Franco Vázquez,Palermo,,3231,37,10,9.11793259344995,9,7.5953348856419325,10,9.239039355888963,24.59312302991748,13.665070115588605
