league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
F1,2425,2024-08-16,Le Havre,Paris Saint Germain,,,True,1,4,0.197023,2.9098,0.197023,2.14971,2.14971,0.197023,27.263157894736842,6.842105263157895,1,7,0.051899999999999995,2.9097,0.0045,0.0384,0.9571
F1,2425,2024-08-17,Brest,Marseille,,,True,1,5,1.51475,2.96496,0.754656,1.44477,1.44477,0.754656,10.212121212121213,22.615384615384617,2,5,0.41459999999999997,2.4258,0.085,0.1596,0.7554
F1,2425,2024-08-17,Reims,Lille,,,True,0,2,0.0758907,2.31711,0.0758907,2.31711,2.31711,0.0758907,21.0,4.6571428571428575,3,7,0.0781,2.8552,0.0038,0.0667,0.9295
F1,2425,2024-08-17,Monaco,Saint-Etienne,,,True,1,0,2.78444,0.484117,2.78444,0.484117,0.484117,2.78444,5.862068965517241,12.285714285714286,8,1,2.7459000000000002,0.1689,0.8869,0.0852,0.0279
F1,2425,2024-08-18,Auxerre,Nice,,,True,2,1,3.03248,0.58056,3.03248,0.58056,0.58056,3.03248,21.666666666666668,8.862068965517242,8,10,2.7847,0.1432,0.9042,0.0721,0.0237
F1,2425,2024-08-18,Montpellier,Strasbourg,,,True,1,1,1.44704,1.10476,0.686941,1.10476,1.10476,0.686941,9.766666666666667,7.333333333333333,3,3,1.6662000000000001,1.0248,0.4524,0.309,0.2386
F1,2425,2024-08-18,Toulouse,Nantes,,,True,0,0,1.50937,0.513845,1.50937,0.513845,0.513845,1.50937,10.043478260869565,23.636363636363637,7,1,2.1893,0.5669,0.6485,0.2438,0.1077
F1,2425,2024-08-18,Angers,Lens,,,True,0,1,0.297792,1.04077,0.297792,1.04077,1.04077,0.297792,7.583333333333333,5.961538461538462,1,3,0.6113999999999999,2.0529,0.0919,0.3357,0.5724
F1,2425,2024-08-18,Rennes,Lyon,,,True,3,0,2.57411,2.20066,2.57411,1.33962,1.33962,2.57411,10.041666666666666,10.526315789473685,12,17,1.5858,1.1832,0.4516,0.231,0.3174
F1,2425,2024-08-23,Paris Saint Germain,Montpellier,,,True,6,0,4.93703,0.772997,4.93703,0.772997,0.772997,4.93703,7.21875,20.65,12,0,2.9521,0.0298,0.978,0.0181,0.0039
