league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
F1,2526,2025-08-15,Rennes,Marseille,,,True,1,0,1.31418,2.07298,1.31418,2.07298,2.07298,1.31418,38.55555555555556,6.666666666666667,3,7,0.8577,1.9167,0.2107,0.2256,0.5637
F1,2526,2025-08-16,Lens,Lyon,,,True,0,1,1.87447,1.615,1.87447,1.615,1.615,1.87447,8.12,7.633333333333334,12,7,1.5695,1.1699,0.4363,0.2606,0.3031
F1,2526,2025-08-16,Monaco,Le Havre,,,True,3,1,1.88048,0.427494,1.88048,0.427494,0.427494,1.88048,7.444444444444445,16.12,15,0,2.5628,0.27949999999999997,0.8017,0.1577,0.0406
F1,2526,2025-08-16,Nice,Toulouse,,,True,0,1,0.95554,0.56945,0.95554,0.56945,0.56945,0.95554,11.210526315789474,14.31578947368421,11,9,1.7374999999999998,0.9146,0.4632,0.3479,0.1889
F1,2526,2025-08-17,Brest,Lille,,,True,3,3,1.49573,1.84218,1.49573,1.84218,1.84218,1.49573,8.586206896551724,11.31578947368421,5,13,1.091,1.6426999999999998,0.2749,0.2663,0.4588
F1,2526,2025-08-17,Auxerre,Lorient,,,True,1,0,1.4925,1.84516,0.732401,1.84516,1.84516,0.732401,9.903225806451612,11.2,1,3,1.0882,1.6267,0.2677,0.2851,0.4472
F1,2526,2025-08-17,Angers,Paris FC,,,True,1,0,0.82142,0.71125,0.82142,0.71125,0.71125,0.82142,22.1875,8.764705882352942,2,4,1.4554,1.1839,0.3649,0.3607,0.2744
F1,2526,2025-08-17,Metz,Strasbourg,,,True,0,1,0.184483,0.731013,0.184483,0.731013,0.731013,0.184483,16.08695652173913,6.611111111111111,1,6,0.6746,1.8967999999999998,0.082,0.4286,0.4894
F1,2526,2025-08-17,Nantes,Paris Saint Germain,,,True,0,1,0.124428,1.35682,0.124428,1.35682,1.35682,0.124428,35.375,10.0,2,14,0.3242,2.4338,0.0274,0.242,0.7306
F1,2526,2025-08-22,Paris Saint Germain,Angers,,,True,1,0,2.0878,0.176876,1.32771,0.176876,0.176876,1.32771,5.04,25.818181818181817,12,1,2.7871,0.12310000000000001,0.8991,0.0898,0.0111
F1,2526,2025-08-23,Marseille,Paris FC,,,True,5,2,3.337,1.05457,1.81681,1.05457,1.05457,1.81681,16.055555555555557,25.9375,6,2,2.7224,0.191,0.8786,0.0866,0.0348
F1,2526,2025-08-23,Nice,Auxerre,,,True,3,1,2.66284,2.24407,2.66284,2.24407,2.24407,2.66284,10.619047619047619,11.76923076923077,7,5,1.6905000000000001,1.0776,0.4862,0.2319,0.2819
F1,2526,2025-08-23,Lyon,Metz,,,True,3,0,2.35479,0.504863,2.35479,0.504863,0.504863,2.35479,18.555555555555557,17.636363636363637,10,1,2.6713,0.21489999999999998,0.8525,0.1138,0.0337
F1,2526,2025-08-24,Lorient,Rennes,,,True,4,0,3.4466,0.0728372,3.4466,0.0728372,0.0728372,3.4466,9.151515151515152,15.076923076923077,19,0,2.9699,0.0167,0.9855,0.0134,0.0011
F1,2526,2025-08-24,Strasbourg,Nantes,,,True,1,0,1.81743,0.425423,1.81743,0.425423,0.425423,1.81743,9.848484848484848,16.9375,6,2,2.5940000000000003,0.2519,0.8133,0.1541,0.0326
F1,2526,2025-08-24,Le Havre,Lens,,,True,1,2,2.0398,1.29098,2.0398,0.530884,0.530884,2.0398,7.514285714285714,15.1,8,2,1.9631,0.7661,0.5641,0.2708,0.1651
F1,2526,2025-08-24,Toulouse,Brest,,,True,2,0,1.32432,0.750148,1.32432,0.750148,0.750148,1.32432,9.538461538461538,9.32,3,7,2.0229,0.6834,0.5764,0.2937,0.1299
F1,2526,2025-08-24,Lille,Monaco,,,True,1,0,2.41091,1.52213,1.65081,1.52213,1.52213,1.65081,10.565217391304348,8.0,12,0,2.0159000000000002,0.7574,0.5964,0.2267,0.1769
F1,2526,2025-08-29,Lens,Brest,,,True,3,1,4.42054,0.963409,3.66045,0.963409,0.963409,3.66045,8.222222222222221,18.294117647058822,13,3,2.883,0.0816,0.9492,0.0354,0.0154
F1,2526,2025-08-30,Lorient,Lille,,,True,1,7,1.1603,3.70255,0.245616,3.70255,3.70255,0.245616,20.933333333333334,5.828571428571428,1,11,0.126,2.8038,0.0186,0.0702,0.9112
F1,2526,2025-08-30,Nantes,Auxerre,,,True,1,0,0.418091,1.10996,0.418091,1.10996,1.10996,0.418091,12.428571428571429,9.44,1,5,0.6475,2.0265999999999997,0.1072,0.3259,0.5669
F1,2526,2025-08-30,Toulouse,Paris Saint Germain,,,True,3,6,2.33006,2.49609,1.56997,0.975901,0.975901,1.56997,35.9375,7.0,5,11,1.246,1.4929000000000001,0.3283,0.2611,0.4106
F1,2526,2025-08-31,Angers,Rennes,,,True,1,1,1.58619,1.73758,1.58619,1.73758,1.73758,1.58619,35.666666666666664,10.615384615384615,1,9,1.254,1.4649,0.3243,0.2811,0.3946
