league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
SP1,2425,Kylian Mbappe-Lottin,Real Madrid,,2938,34,31,30.135635502636433,24,23.446136973798275,3,9.394114961847663,38.313463911414146,11.081679956056178
SP1,2425,Robert Lewandowski,Barcelona,,2716,34,27,29.414338618516922,24,26.441228091716766,2,2.4752993676811457,29.242779716849327,6.6593545116484165
SP1,2425,Ante Budimir,Osasuna,,3008,38,21,20.66943975351751,13,14.723218826577067,4,1.8783285655081272,14.999033909291029,1.534797454252839
SP1,2425,Alexander Sørloth,Atletico Madrid,,1525,35,20,20.454832896590233,19,19.711555287241936,2,1.304560586810112,21.53670882433653,2.1480457819998264
SP1,2425,Ayoze Pérez,Villarreal,,1987,30,19,15.228042975068092,19,15.228042975068092,2,3.1279250010848045,19.885818392038345,3.7794879944995046
SP1,2425,Raphinha,Barcelona,,2862,36,18,19.265995418652892,16,17.779440259560943,10,13.527044044807553,39.28257852047682,13.650435471907258
SP1,2425,Julián Álvarez,Atletico Madrid,,2543,37,17,14.1592972795479,13,11.186186812352389,4,6.458727004006505,25.16218076646328,9.433768885210156
SP1,2425,Oihan Sancet,Athletic Club,,1645,29,15,10.459016836248338,12,8.229184023104608,1,1.8577970825135708,12.246665179729462,4.23063094355166
SP1,2425,Kike García,Alaves,,2571,35,13,10.712679820135236,10,8.482846969738603,0,0.7632435280829668,9.772033462300897,2.0982022918760777
SP1,2425,Javi Puado,Espanyol,,3023,35,12,11.94582846853882,7,8.229440444149077,4,2.969266129657626,13.288859393447638,3.4392381412908435
SP1,2425,Cristhian Stuani,Girona,,998,32,11,8.713445205241442,8,6.48361237719655,2,0.42860953137278557,5.798142310231924,0.6325159445405006
SP1,2425,Borja Iglesias,Celta Vigo,,1968,37,11,11.553197539411485,11,11.553197539411485,3,3.1776098990812898,16.69970811251551,3.1693250574171543
SP1,2425,Dodi Lukebakio,Sevilla,,3117,38,11,9.242684002034366,10,8.499406362883747,2,5.390696790069342,14.772395074367523,3.354012044146657
SP1,2425,Hugo Duro,Valencia,,2180,31,11,10.968763902783394,10,10.225486233830452,2,1.450842097401619,10.645109824836254,0.9808358121663332
