league,season,date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_team_id,away_team_id,prob_home_proportional,prob_draw_proportional,prob_away_proportional,prob_home_shin,prob_draw_shin,prob_away_shin,shin_z,prob_over25_proportional,prob_under25_proportional,prob_over25_shin,prob_under25_shin
SP1,1718,2017-08-18,Leganes,Alaves,1,0,H,,,0.4692071112444678,0.3023779161353236,0.22841497262020852,0.4742381836548548,0.30121393688699166,0.22454787945815352,0.0250049929600209,0.35265700483091783,0.6473429951690821,0.3441014107271036,0.6558985892728963
SP1,1718,2017-08-18,Valencia,Las Palmas,1,0,H,,,0.5389643729259281,0.24714169432095673,0.213893932753115,0.5463426368948434,0.24403571957765363,0.20962164352750298,0.024245759937912226,0.5805626598465473,0.4194373401534527,0.584613731586484,0.41538626841351595
SP1,1718,2017-08-19,Celta,Sociedad,2,3,A,,,0.3977883838403943,0.2863597100537778,0.31585190610582803,0.40026594236955837,0.2845574051515618,0.31517665247887977,0.02593521703965962,0.48167539267015713,0.518324607329843,0.4807861220939283,0.5192138779060717
SP1,1718,2017-08-19,Girona,Ath Madrid,2,2,D,,,0.12668501788936307,0.22876215460597218,0.6445528275046648,0.11936240317582088,0.22491286588057338,0.6557247309436057,0.02451273158658296,0.451948051948052,0.548051948051948,0.4496105027956371,0.5503894972043629
SP1,1718,2017-08-19,Sevilla,Espanol,1,1,D,,,0.5858666816276479,0.24299305115854097,0.17114026721381112,0.5947246612825415,0.23978474288409252,0.16549059583336595,0.023773202439770103,0.5442708333333333,0.4557291666666667,0.5464798359471035,0.45352016405289647
SP1,1718,2017-08-20,Ath Bilbao,Getafe,0,0,D,,,0.6345779391642985,0.22826544574255342,0.13715661509314808,0.6459005971338304,0.2242312684774551,0.12986813438871464,0.02564077079296112,0.49081364829396334,0.5091863517060368,0.49035227961880756,0.5096477203811924
SP1,1718,2017-08-20,Barcelona,Betis,2,0,H,,,0.7978996223339133,0.13354438123450868,0.0685559964315781,0.8162725112162854,0.12534013358670418,0.0583873551970104,0.02802576613612473,0.6728971962616822,0.32710280373831774,0.6835317459977334,0.3164682540022667
SP1,1718,2017-08-20,La Coruna,Real Madrid,0,3,A,,,0.09834074826402306,0.1749886844109822,0.7266705673249947,0.08966895869306224,0.16889010142111024,0.7414409398858275,0.02595475479029119,0.6439024390243903,0.35609756097560974,0.6530718140020985,0.3469281859979015
SP1,1718,2017-08-21,Levante,Villarreal,1,0,H,,,0.2907275434243176,0.29898163771712155,0.4102908188585608,0.2889884484674608,0.2975771414506498,0.41343441008188947,0.02757478435523808,0.401015228426396,0.598984771573604,0.3954087105764803,0.6045912894235197
SP1,1718,2017-08-21,Malaga,Eibar,0,1,A,,,0.43397500582162535,0.29020414499728325,0.27582084918109134,0.4382282899522035,0.2883782172334755,0.273393492814321,0.028543943422846496,0.44270833333333337,0.5572916666666667,0.4395272127486084,0.5604727872513917
