league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
E0,1920,Jamie Vardy,Leicester,hist-team-leicester,3034,35,23,18.903520427644253,19,15.097683936357498,5,6.368295930325985,21.026604628190398,1.7243402246385813
E0,1920,Pierre-Emerick Aubameyang,Arsenal,fpl-team-1,3143,36,22,16.352621614933014,20,14.830358684062958,3,4.492486532777548,19.964279878884554,5.339654562994838
E0,1920,Danny Ings,Southampton,hist-team-southampton,2836,38,22,15.659720553085208,21,14.137382855638862,2,2.849086041562259,18.488027464598417,5.015937743708491
E0,1920,Raheem Sterling,Manchester City,,2678,33,20,19.799912065267563,20,18.277569144964218,1,7.208590239286423,31.442028179764748,10.186004303395748
E0,1920,Mohamed Salah,Liverpool,fpl-team-14,2904,34,19,20.66332234814763,16,18.379813332110643,10,8.726041685789824,31.37418942153454,8.425027072429657
E0,1920,Harry Kane,Tottenham,fpl-team-19,2595,29,18,13.297059614676982,16,11.774761584121734,2,3.1170066092163324,16.85461597563699,3.0513017745688558
E0,1920,Sadio Mané,Liverpool,fpl-team-14,2761,35,18,14.577481213957071,18,14.577481213957071,7,7.235698115080595,25.07319786399603,6.767017947509885
E0,1920,Anthony Martial,Manchester United,fpl-team-16,2672,32,17,13.240488132461905,17,12.479318222030997,6,4.618775302544236,20.409552484750748,6.357812762260437
E0,1920,Marcus Rashford,Manchester United,fpl-team-16,2673,31,17,19.503727892413735,11,13.414411062374711,7,5.457172006368637,20.244800126180053,5.906573572196066
E0,1920,Raúl Jiménez,Wolverhampton Wanderers,,3269,38,17,16.510803668759763,13,13.466126619838178,6,7.226944707334042,22.560237324796617,5.709535629488528
E0,1920,Sergio Agüero,Manchester City,,1462,24,16,15.557497031986713,14,13.274028159677982,3,2.920210164040327,16.878257554024458,2.6447667879983783
E0,1920,Tammy Abraham,Chelsea,fpl-team-6,2233,34,15,18.08280211687088,15,18.08280211687088,3,2.9130469039082527,19.841922400519252,1.5461503937840462
E0,1920,Kevin De Bruyne,Manchester City,,2818,35,14,8.106427356600761,12,6.5840903371572495,20,20.620712891221046,37.79830400645733,19.244827073067427
E0,1920,Chris Wood,Burnley,hist-team-burnley,2462,32,14,17.226178102195263,13,16.465013168752193,1,1.470995786599815,12.642646510154009,2.4554112339392304
E0,1920,Gabriel Jesus,Manchester City,,2022,34,14,21.01520355977118,14,20.254034588113427,7,3.5988585241138935,27.65223414450884,7.181312914937735
E0,1920,Dominic Calvert-Lewin,Everton,fpl-team-9,2639,36,13,16.109829664230347,13,16.109829664230347,1,1.3362244945019484,17.212487518787384,3.8967645466327667
E0,1920,Richarlison,Everton,fpl-team-9,3100,36,13,9.84296602755785,13,9.84296602755785,3,6.668139893561602,16.459744973108172,5.198304673656821
E0,1920,Son Heung-Min,Tottenham,fpl-team-19,2511,30,11,9.70170281920582,11,8.940532908774912,10,6.721725411713123,18.800013221800327,6.514012638479471
E0,1920,Riyad Mahrez,Manchester City,,1938,33,11,8.649655694141984,10,7.888486390933394,9,11.059849355369806,27.765530444681644,13.285876329988241
E0,1920,Teemu Pukki,Norwich,hist-team-norwich,2908,36,11,11.524341631680727,9,10.002006579190493,3,3.6190149765461683,14.751469133421779,2.368443002924323
E0,1920,Michail Antonio,West Ham,hist-team-west-ham,1767,24,10,13.249557899311185,9,12.488387929275632,3,3.921496020630002,13.959712754935026,2.270156307145953
E0,1920,Troy Deeney,Watford,hist-team-watford,2253,27,10,11.589199660345912,5,7.022190598770976,2,3.7357018003240228,11.63246042933315,3.334597068838775
E0,1920,Alexandre Lacazette,Arsenal,fpl-team-1,1890,30,10,8.664644362404943,10,8.664644362404943,4,3.342292783781886,12.061309602111578,2.5056339018046856
E0,1920,Neal Maupay,Brighton,fpl-team-5,2782,37,10,13.558547105640173,9,12.0362094566226,3,2.5061313090845942,13.855041846632957,3.483615791425109
E0,1920,Mason Greenwood,Manchester United,fpl-team-16,1304,31,10,3.3878568075597286,10,3.3878568075597286,1,1.4115078235045075,8.51698026061058,4.284459423273802
E0,1920,Roberto Firmino,Liverpool,fpl-team-14,3035,38,9,16.686226904392242,9,16.686226904392242,8,7.346652261912823,28.271110355854034,9.463313087821007
E0,1920,Jordan Ayew,Crystal Palace,fpl-team-8,3196,37,9,7.676178464666009,9,7.676178464666009,2,2.864643355831504,11.721331859007478,3.8773924205452204
E0,1920,Willian,Chelsea,fpl-team-6,2609,36,9,8.1353350430727,5,5.09066017717123,7,8.679425723850727,18.409351848065853,10.227615585550666
E0,1920,Christian Pulisic,Chelsea,fpl-team-6,1738,25,9,8.925187893211842,9,8.925187893211842,4,4.296079449355602,16.746657617390156,7.069775715470314
E0,1920,Callum Wilson,Bournemouth,fpl-team-3,2916,35,8,9.842872485518456,8,9.842872485518456,1,3.349535880610347,12.562954794615507,2.707835785113275
E0,1920,Olivier Giroud,Chelsea,fpl-team-6,1015,18,8,7.400898335501552,8,7.400898335501552,0,1.3883673138916492,9.75419471040368,2.3567650001496077
E0,1920,Dele Alli,Tottenham,fpl-team-19,1862,25,8,7.915487986057997,7,7.154318999499083,4,3.4838611409068108,16.530976843088865,6.692900891415775
E0,1920,Jack Grealish,Aston Villa,fpl-team-2,3235,36,8,6.844703515991569,8,6.083534499630332,6,7.637995069846511,18.373635333031416,9.304545175284147
E0,1920,Ayoze Pérez,Leicester,hist-team-leicester,2045,33,8,6.557799419388175,7,5.796633398160338,4,4.091642318293452,12.850332770496607,4.473773792386055
E0,1920,Jay Rodriguez,Burnley,hist-team-burnley,1987,36,8,8.956886642612517,7,8.195717656053603,1,0.7683106064796448,7.035942684859037,1.257896514609456
E0,1920,Bruno Fernandes,Manchester United,fpl-team-16,1211,14,8,5.98607742600143,4,2.9414413776248693,7,2.7549998983740807,8.513753656297922,4.864240288734436
E0,1920,Harry Wilson,Bournemouth,fpl-team-3,1672,31,7,4.164999137632549,7,4.164999137632549,0,2.217742595821619,7.9218197055161,4.210729802027345
E0,1920,Sébastien Haller,West Ham,hist-team-west-ham,2248,32,7,8.484900137409568,7,8.484900137409568,1,2.34311880171299,11.102972537279129,2.63970691524446
E0,1920,Diogo Jota,Wolverhampton Wanderers,,2329,34,7,12.017677284777164,7,12.017677284777164,1,2.642562847584486,16.149933034554124,4.098004737868905
E0,1920,Mason Mount,Chelsea,fpl-team-6,2894,37,7,7.497828083112836,7,7.497828083112836,5,5.258457243442535,16.875008672475815,8.520661786198616
E0,1920,Joshua King,Bournemouth,fpl-team-3,2033,26,6,6.534089034423232,3,4.250656159594655,4,4.133097622543573,8.37335154414177,3.021743267774582
E0,1920,Jonjo Shelvey,Newcastle United,,2136,26,6,2.24221299123019,6,2.24221299123019,2,4.141613911837339,7.487134265713394,4.892640821635723
E0,1920,Oliver McBurnie,Sheffield United,hist-team-sheffield-united,2123,36,6,8.068318895995617,6,8.068318895995617,0,1.135003101080656,10.194577626883984,3.9475047774612904
E0,1920,Lys Mousset,Sheffield United,hist-team-sheffield-united,1220,30,6,6.072984084486961,6,6.072984084486961,4,3.6121045984327793,9.621276477351785,2.463756689801812
E0,1920,Bernardo Silva,Manchester City,,2020,34,6,7.420338202267885,6,7.420338202267885,7,6.312828056514263,23.837779246270657,14.727361917495728
E0,1920,Ashley Barnes,Burnley,hist-team-burnley,1386,19,6,6.516932616010308,5,5.755763599649072,0,0.30882069282233715,5.060968911275268,1.5740788727998734
E0,1920,Harvey Barnes,Leicester,hist-team-leicester,2094,36,6,8.480616264045238,6,8.480616264045238,8,4.085434114560485,17.093786865472794,6.487783920019865
E0,1920,James Maddison,Leicester,hist-team-leicester,2632,31,6,5.0217751413583755,6,5.0217751413583755,3,5.76851593144238,14.378998031839728,8.763979986310005
E0,1920,Todd Cantwell,Norwich,hist-team-norwich,2528,37,6,5.675050851888955,6,5.675050851888955,2,2.318531099706888,11.005107331089675,3.8052589911967516
E0,1920,Trézéguet,Aston Villa,fpl-team-2,1955,34,6,5.345048896037042,6,5.345048896037042,1,0.958256809040904,6.641214028932154,2.6114307940006256
E0,1920,David Silva,Manchester City,,1846,27,5,6.932368505746126,5,6.932368505746126,10,7.650991026312113,24.6870179772377,12.764222756028175
E0,1920,Kelechi Iheanacho,Leicester,hist-team-leicester,976,20,5,5.901271965354681,5,5.901271965354681,3,2.5886508151888847,8.980083491653204,1.3327803052961826
E0,1920,Virgil van Dijk,Liverpool,fpl-team-14,3420,38,5,2.957815634086728,5,2.957815634086728,1,1.133435733616352,15.309702783823013,14.673713820055127
