league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
E0,1718,Mohamed Salah,Liverpool,fpl-team-14,2954,36,32,25.136492550373077,31,23.614155545830727,10,8.344478905200958,35.301444325596094,5.898576531559229
E0,1718,Harry Kane,Tottenham,fpl-team-19,3094,37,30,26.859878040850163,28,24.57636994868517,2,3.8204427883028984,28.5152877997607,7.961639573797584
E0,1718,Sergio Agüero,Manchester City,,1985,25,21,18.568616069853306,17,15.523945644497871,6,6.533231791108847,23.707817398011684,7.5127200009301305
E0,1718,Jamie Vardy,Leicester,hist-team-leicester,3269,37,20,15.26695853471756,15,10.69998712092638,1,3.63082717359066,15.584632940590382,1.9777403054758906
E0,1718,Raheem Sterling,Manchester City,,2594,33,18,18.82997048087418,17,18.068801494315267,11,8.844120325520635,33.65670891478658,12.149654759094119
E0,1718,Romelu Lukaku,Manchester United,fpl-team-16,2869,34,16,15.468227744102478,16,14.707053691148758,7,5.473205121234059,24.643042024224997,7.161958605051041
E0,1718,Roberto Firmino,Liverpool,fpl-team-14,2814,37,15,10.763703489676118,14,10.002534905448556,7,7.678424785844982,27.837464049458504,12.625409290194511
E0,1718,Alexandre Lacazette,Arsenal,fpl-team-1,2235,32,14,13.831237014383078,12,12.308898691087961,4,4.839555331505835,20.89856270700693,6.22862989269197
E0,1718,Gabriel Jesus,Manchester City,,1692,29,13,15.36618173867464,13,13.843847759068012,3,2.307676523923874,20.5614745169878,6.514695975929499
E0,1718,Son Heung-Min,Tottenham,fpl-team-19,2315,37,12,11.02160226739943,12,11.02160226739943,6,6.592508684843779,22.617980360984802,6.259734956547618
E0,1718,Eden Hazard,Chelsea,fpl-team-6,2451,34,12,8.21246101334691,10,6.690125960856676,4,7.3030810207128525,19.69135767966509,9.29494846984744
E0,1718,Riyad Mahrez,Leicester,hist-team-leicester,2977,36,12,6.613530645146966,12,6.613530645146966,10,7.551042467355728,15.855965666472912,6.466543274000287
E0,1718,Glenn Murray,Brighton,fpl-team-5,2204,35,12,12.380600294098258,8,7.8135867696255445,0,1.2383802104741335,8.483373191207647,1.6577225178480148
