league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
E0,1415,Sergio Agüero,Manchester City,,2551,33,26,25.270175583660603,21,20.703194603323936,8,5.568926602602005,27.805153466761112,6.87816970795393
E0,1415,Harry Kane,Tottenham,fpl-team-19,2589,34,21,17.15730034559965,19,14.87382235378027,4,3.9225024580955505,16.48843494337052,5.549698708578944
E0,1415,Diego Costa,Chelsea,fpl-team-6,2111,26,20,15.21911308169365,19,14.457944065332413,3,4.554670616053045,21.365789726376534,5.27697273902595
E0,1415,Charlie Austin,Queens Park Rangers,,3078,35,18,17.88185734860599,15,14.076048335060477,5,2.5487459590658545,13.718284981325269,3.0413201358169317
E0,1415,Alexis Sánchez,Arsenal,fpl-team-1,2967,35,16,13.45174823794514,16,12.690581277944148,8,8.494180873036385,27.15757017582655,10.736756768077612
E0,1415,Olivier Giroud,Arsenal,fpl-team-1,1871,27,14,8.84634429961443,14,8.84634429961443,3,3.8601363133639097,13.639886705204844,4.1292465925216675
E0,1415,Eden Hazard,Chelsea,fpl-team-6,3389,38,14,12.01608707383275,11,8.971413988620043,9,11.238891988992691,31.84057104587555,19.47631709650159
E0,1415,Saido Berahino,West Bromwich Albion,,2940,38,14,13.841749838553369,10,10.797112329863012,1,1.961659412831068,11.907299553975463,2.4395549008622766
E0,1415,Christian Benteke,Aston Villa,fpl-team-2,2380,29,13,8.455075968056917,12,7.693906951695681,2,2.921320070512593,8.725400181487203,2.198608998209238
E0,1415,David Silva,Manchester City,,2682,32,12,9.096988203004003,12,9.096988203004003,7,10.388411475345492,29.14426800608635,16.633574136532843
E0,1415,Wayne Rooney,Manchester United,fpl-team-16,2887,33,12,8.902098581194878,11,7.3797623217105865,5,3.983559735119343,15.43574684113264,7.295702296309173
E0,1415,Graziano Pellè,Southampton,hist-team-southampton,3291,38,12,18.616504695266485,12,18.616504695266485,2,4.481623421423137,24.78565558232367,5.5981659553945065
E0,1415,Wilfried Bony,"Manchester City,Swansea",,1604,30,11,10.454738814383745,10,9.69357032328844,3,3.508293155580759,14.252219166606665,4.4124255664646626
