league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
F1,1718,Edinson Cavani,Paris Saint Germain,,2592,32,28,24.31458006054163,25,20.514118053019047,6,6.4004941545426846,29.75093987584114,5.191347144544125
F1,1718,Florian Thauvin,Marseille,,2973,35,22,17.187834814190865,19,14.148056656122208,11,13.00877781957388,29.724860561080277,10.166102330200374
F1,1718,Memphis Depay,Lyon,,2569,36,19,13.003762170672417,17,11.48357917368412,13,7.758002858608961,19.44432764314115,6.923560222610831
F1,1718,Neymar,Paris Saint Germain,,1797,20,19,16.53780734539032,15,13.497421391308308,13,12.280964711681008,31.428776249289513,11.523165337741375
F1,1718,Falcao,Monaco,,2148,26,18,15.285138526000082,15,12.244761834852397,4,2.0114439241588116,12.214859701693058,2.885861137881875
F1,1718,Mario Balotelli,Nice,,2289,28,18,14.911137357354164,12,9.590470306575298,1,3.0626900047063828,11.901695899665356,3.644095813855529
F1,1718,Nabil Fekir,Lyon,,2488,30,18,11.944972170516849,15,8.90458970144391,8,7.036876141093671,17.899115040898323,7.284308968111873
F1,1718,Mariano,Lyon,,2524,34,18,13.493719259276986,17,12.733625272288918,4,3.598993710707873,15.992713324725628,3.140972499269992
F1,1718,Karl Toko Ekambi,Angers,,3033,37,17,16.099505146034062,14,13.819227178581059,5,5.880455506034195,19.96727255359292,3.8868976095691323
F1,1718,Alassane Pléa,Nice,,3045,35,16,13.466316292062402,15,11.9461242351681,5,3.0122389681637287,17.2691379096359,3.2682047868147492
F1,1718,Rony Lopes,Monaco,,2559,38,15,10.683087401092052,15,10.683087401092052,5,5.735834030434489,19.162293888628483,5.228738319128752
F1,1718,Nolan Roux,Metz,,2854,35,15,8.950713602826,15,8.19061822630465,1,1.6828645272180438,12.09038413502276,4.194664721377194
F1,1718,Bertrand Traoré,Lyon,,2293,31,13,9.106915744021535,13,9.106915744021535,4,2.8190845930948853,17.78347520902753,7.707059936597943
