league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
F1,1516,Zlatan Ibrahimovic,Paris Saint Germain,,2553,31,38,28.366293840110302,33,23.80572383850813,13,9.098248215392232,36.009237848222256,11.613952815532684
F1,1516,Alexandre Lacazette,Lyon,,2969,34,21,21.03517147526145,19,18.754890482872725,3,4.387998993508518,25.341843897476792,8.528735410422087
F1,1516,Edinson Cavani,Paris Saint Germain,,2302,32,19,19.37659602239728,19,18.616505909711123,5,3.127685049548745,25.40061841905117,8.246317937970161
F1,1516,Michy Batshuayi,Marseille,,2941,36,17,18.575713546946645,15,17.05552356131375,9,3.3595924992114305,21.578563891351223,4.369812227785587
F1,1516,Wissam Ben Yedder,Toulouse,,2907,35,17,17.165925454348326,15,13.365449082106352,5,3.8328079264611006,17.15354303829372,3.204858696088195
F1,1516,Hatem Ben Arfa,Nice,,2855,34,17,10.822954665869474,12,7.0224867425858974,6,4.824299494735897,15.124899607151747,7.116723198443651
F1,1516,Valère Germain,Nice,,3139,38,14,11.03633053228259,14,11.03633053228259,6,4.285875805653632,18.63727980107069,6.413173811510205
F1,1516,Benjamin Moukandjo,Lorient,,2235,31,13,11.171715375967324,8,7.3712452640756965,1,1.6290621906518936,8.59628326445818,1.7494662189856172
F1,1516,Ousmane Dembélé,Rennes,,1939,26,12,6.853707376867533,11,6.093612376600504,5,3.824221907183528,9.742546487599611,1.6356063820421696
F1,1516,Andy Delort,Caen,,3142,36,12,15.975433368235826,8,12.174956496804953,2,4.0968754747882485,15.71781761571765,2.841090876609087
F1,1516,Sofiane Boufal,Lille,,2351,29,11,4.825139947235584,9,3.3049499467015266,4,8.330865409225225,11.38883313536644,4.476607704535127
F1,1516,Martin Braithwaite,Toulouse,,2942,36,11,15.924125578254461,9,13.643837537616491,0,3.1082921344786882,17.41728964075446,2.988261418417096
F1,1516,Majeed Waris,Lorient,,1659,21,11,9.397259816527367,9,7.877069838345051,3,1.9309377083554864,11.071754161268473,2.9659948870539665
F1,1516,Ronny Rodelin,"Caen,Lille",,2882,35,10,6.460515177808702,10,6.460515177808702,2,3.832927052397281,11.355255128350109,4.095498303882778
