league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
F1,1819,Kylian Mbappe-Lottin,Paris Saint Germain,,2334,29,33,29.855400189757347,32,28.33521519601345,7,6.042636949568987,38.67278690636158,8.34364703297615
F1,1819,Nicolas Pepe,Lille,,3333,38,22,21.23202740866691,13,13.631401808001101,11,10.37834968417883,25.910623433999717,7.536672619171441
F1,1819,Edinson Cavani,Paris Saint Germain,,1677,21,18,15.44533884525299,14,11.644862726330757,5,3.699903601780534,17.841729037463665,3.8873156532645226
F1,1819,Florian Thauvin,Marseille,,2640,33,16,12.11325579509139,14,10.593069609254599,8,5.518620956689119,16.527022756636143,6.639917109161615
F1,1819,Falcao,Monaco,,2570,33,15,15.046608971897513,12,12.006235005799681,2,2.0081374887377024,14.69210039684549,3.706950582563877
F1,1819,Neymar,Paris Saint Germain,,1443,17,15,11.895754992961884,10,8.095409911125898,7,7.784676492214203,18.16520869731903,6.617410968989134
F1,1819,Moussa Dembele,Lyon,,2011,33,15,16.156377412378788,14,14.636255361139774,4,2.9272396843880415,18.790455907583237,4.067038269713521
F1,1819,Andy Delort,Montpellier,,3160,36,14,14.120133141055703,11,11.839979166164994,7,7.160257738083601,17.370519038289785,3.032923089340329
F1,1819,Wahbi Khazri,Saint-Etienne,,2833,32,13,11.603885814547539,9,8.563499204814434,6,6.186066493391991,15.514618135988712,4.981869427487254
F1,1819,Jonathan Bamba,Lille,,3022,38,13,8.220582844689488,12,7.460486831143498,3,5.541827477514744,18.65718686953187,6.860199289396405
F1,1819,Emiliano Sala,Nantes,,1381,19,12,6.804854544810951,10,5.284662517718971,2,1.5352058969438076,7.175498223863542,1.431877724826336
F1,1819,Ángel Di María,Paris Saint Germain,,2357,30,12,9.621307745575905,12,9.621307745575905,11,8.528092315420508,21.155919075012207,8.861679717898369
F1,1819,Max Gradel,Toulouse,,3240,36,11,14.25002335011959,7,8.169391363859177,5,6.057097563520074,15.282373946160078,5.334317825734615
F1,1819,M&#039;Baye Niang,Rennes,,1799,29,11,8.723232704214752,9,7.203041720204055,4,2.0234676906839013,7.94020602107048,1.0461307894438505
