league,season,date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_team_id,away_team_id,prob_home_proportional,prob_draw_proportional,prob_away_proportional,prob_home_shin,prob_draw_shin,prob_away_shin,shin_z,prob_over25_proportional,prob_under25_proportional,prob_over25_shin,prob_under25_shin
D1,1819,2018-08-24,Bayern Munich,Hoffenheim,3,1,H,,,0.7978808349294837,0.12991275466965813,0.07220641040085825,0.8132549868569475,0.12300065533365938,0.06374435780939308,0.023157908814027905,0.7171717171717172,0.2828282828282829,0.8181501094855138,0.18184989051448625
D1,1819,2018-08-25,Fortuna Dusseldorf,Augsburg,1,2,A,,,0.38550567874526775,0.2938885884261763,0.320605732828556,0.3874478671309805,0.29242243044177973,0.3201297024272398,0.025109649868682027,0.46194225721784776,0.5380577427821522,0.4598115299356801,0.5401884700643199
D1,1819,2018-08-25,Freiburg,Ein Frankfurt,0,2,A,,,0.40757397659324374,0.29345326314713543,0.2989727602596208,0.41024784452374985,0.29201757330507605,0.297734582171174,0.024276715936139226,0.44010416666666663,0.5598958333333334,0.4367001513590554,0.5632998486409446
D1,1819,2018-08-25,Hertha,Nurnberg,1,0,H,,,0.4677315900286645,0.2831372236375298,0.2491311863338056,0.47252737137031603,0.28133850902784957,0.2461341196018344,0.024064949713647366,0.46194225721784776,0.5380577427821522,0.4598115299356801,0.5401884700643199
D1,1819,2018-08-25,M'gladbach,Leverkusen,2,0,H,,,0.3378771670389831,0.26839820029575556,0.39372463266526125,0.3380381230765813,0.26602044641803957,0.39594143050537917,0.02477931114844978,0.5918367346938775,0.40816326530612246,0.5969827586273991,0.40301724137260087
D1,1819,2018-08-25,Werder Bremen,Hannover,1,1,D,,,0.5006716495022905,0.25849894947129126,0.24082940102641817,0.5070391533839065,0.25564544385630594,0.23731540275978763,0.025695858523249626,0.5535248041775457,0.4464751958224543,0.5565486042241833,0.4434513957758167
D1,1819,2018-08-25,Wolfsburg,Schalke 04,2,1,H,,,0.2989121642683249,0.29704978318254094,0.4040380525491341,0.29766693936212324,0.29573760940394617,0.4065954512339306,0.024381677620112896,0.4363636363636364,0.5636363636363637,0.43279569893156794,0.567204301068432
D1,1819,2018-08-26,Dortmund,RB Leipzig,4,1,H,,,0.542156692110694,0.24341729033541362,0.21442601755389243,0.5496112286066239,0.24019571708401838,0.21019305430935775,0.024121770868077874,0.6165413533834586,0.38345864661654133,0.6235453531010199,0.37645464689898006
D1,1819,2018-08-26,Mainz,Stuttgart,1,0,H,,,0.34463359392123916,0.29911594944107545,0.3562504566376854,0.34506186108654,0.29781712780722364,0.35712101110623623,0.025662414729595184,0.4464751958224543,0.5535248041775457,0.4434513957758167,0.5565486042241833
D1,1819,2018-08-31,Hannover,Dortmund,0,0,D,,,0.1788582044903486,0.224202538023113,0.5969392574865383,0.17348158848462067,0.22035900477271658,0.6061594067426628,0.023699599085375667,0.606060606060606,0.393939393939394,0.6121794871882096,0.38782051281179036
D1,1819,2018-09-01,Augsburg,M'gladbach,1,1,D,,,0.36353125510818385,0.28625365297440825,0.35021509191740785,0.3645590713841643,0.2846525782804097,0.35078835033542605,0.02297156536951661,0.5052631578947367,0.49473684210526314,0.5055407801420785,0.4944592198579216
