league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
D1,2021,Robert Lewandowski,Bayern Munich,,2467,29,41,32.0773394331336,33,25.25734955817461,7,4.815550094470382,31.7401881814003,5.689343376085162
D1,2021,André Silva,Eintracht Frankfurt,,2787,32,28,25.599131893366575,21,20.294785987585783,5,5.467085654847324,26.746589360758662,4.0964294988662004
D1,2021,Erling Haaland,Borussia Dortmund,,2416,28,27,23.59848389774561,25,20.567368783056736,6,4.03544756770134,27.197287127375603,5.896189399063587
D1,2021,Andrej Kramaric,Hoffenheim,,2386,28,20,15.52560031786561,15,11.736730325967073,5,4.0724228313192725,18.05768814869225,5.372286731377244
D1,2021,Wout Weghorst,Wolfsburg,,2954,34,20,18.310400219634175,18,16.03706214018166,8,5.427310448139906,24.294328788295388,5.9548529498279095
D1,2021,Sasa Kalajdzic,VfB Stuttgart,,2146,33,16,11.238244386389852,16,11.238244386389852,5,3.236812736839056,15.1655996683985,3.606147755868733
D1,2021,Lars Stindl,Borussia M.Gladbach,,1985,30,14,9.211133332923055,8,3.906859504058957,8,3.746523540467024,10.691832376644015,4.132026171311736
D1,2021,Max Kruse,Union Berlin,,1648,22,11,7.4497113805264235,6,2.903214318677783,5,4.152542179450393,9.334405198693275,4.0433649234473705
D1,2021,Thomas Müller,Bayern Munich,,2693,32,11,7.856031823903322,10,7.098254848271608,18,11.306575793772936,26.149961154907942,12.189973209053278
D1,2021,Lucas Alario,Bayer Leverkusen,,1238,25,11,7.285350728780031,9,5.769796717911959,2,0.9252291992306709,8.092161528766155,1.9067177083343267
D1,2021,Silas Wamangituka,VfB Stuttgart,,1949,25,11,7.378054324537516,8,5.104732206556946,4,4.952733667567372,12.174139093607664,2.1469371523708105
D1,2021,Serge Gnabry,Bayern Munich,,1653,27,10,7.765031499788165,10,7.765031499788165,2,6.910004418343306,19.873918997123837,8.74215896986425
D1,2021,Patrik Schick,Bayer Leverkusen,,1869,29,9,9.265552673488855,9,9.265552673488855,1,2.064981476403773,12.458498079329729,3.4694355875253677
D1,2021,Leon Bailey,Bayer Leverkusen,,2151,30,9,6.520500056445599,9,6.520500056445599,8,6.349180098623037,15.385578788816929,4.8026268891990185
D1,2021,Vincenzo Grifo,Freiburg,,2341,31,9,7.740594930946827,5,4.7096494026482105,11,7.838894918560982,13.716823390685022,5.292960800230503
D1,2021,Ihlas Bebou,Hoffenheim,,2193,32,9,9.119971761479974,9,9.119971761479974,7,5.329366520047188,15.292172404006124,5.0866442220285535
D1,2021,Marco Reus,Borussia Dortmund,,2313,32,8,11.01892376691103,8,9.675626702606678,6,7.847996469587088,20.437500143423676,9.797865403816104
D1,2021,André Hahn,Augsburg,,2053,29,8,4.733328433241695,8,4.733328433241695,3,2.077149643562734,8.328997133299708,2.421224804595113
D1,2021,Roland Sallai,Freiburg,,1694,28,8,6.838023686781526,7,6.080245697870851,3,1.383343892171979,8.550057578831911,3.147823303937912
D1,2021,Nils Petersen,Freiburg,,1268,32,8,5.429026521742344,7,4.6712500005960464,0,0.45246950164437294,5.773870201781392,1.8594335988163948
D1,2021,Marcel Sabitzer,RasenBallsport Leipzig,,2041,27,8,7.702280420809984,4,4.671254281885922,3,2.892649285495281,13.024161607027054,6.877324588596821
D1,2021,Marcus Thuram,Borussia M.Gladbach,,1756,29,8,7.582286558113992,8,7.582286558113992,3,1.91364408377558,11.206859802827239,3.494162787683308
D1,2021,Jadon Sancho,Borussia Dortmund,,2083,26,8,6.7544827070087194,7,5.996705586090684,11,8.243653137236834,20.981891989707947,10.95314784348011
D1,2021,Jhon Córdoba,Hertha Berlin,,1545,21,7,6.986443366855383,7,6.986443366855383,1,1.3975802082568407,8.612784931436181,0.9991083163768053
D1,2021,Ondrej Duda,FC Cologne,,2574,32,7,6.291643397882581,4,3.260535371489823,4,3.376416535116732,9.246830257587135,5.571030620485544
D1,2021,Emil Forsberg,RasenBallsport Leipzig,,1566,29,7,5.906369206495583,5,3.6331162424758077,4,5.503673082217574,12.01655862107873,5.787226973101497
D1,2021,Josip Brekalo,Wolfsburg,,1840,29,7,4.4268175438046455,7,4.4268175438046455,3,3.947897493839264,10.59905712865293,4.949749119579792
D1,2021,Jean-Philippe Mateta,Mainz 05,,1008,15,7,8.414153879508376,6,7.656383937224746,1,1.3461813041940331,9.505507020279765,1.2976232189685106
