league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
D1,2122,Robert Lewandowski,Bayern Munich,,2955,34,35,37.924069441854954,30,34.13518474251032,3,4.70129061024636,41.541004583239555,7.8270499762147665
D1,2122,Patrik Schick,Bayer Leverkusen,,2127,27,24,20.005188511684537,23,18.48964144475758,3,2.075821631588042,20.315173611044884,3.1471521332859993
D1,2122,Erling Haaland,Borussia Dortmund,,1917,24,22,17.030953601002693,16,12.484372556209564,7,5.894002065062523,19.77244157716632,4.264734441414475
D1,2122,Anthony Modeste,FC Cologne,,2639,32,20,16.31857554614544,19,15.560875460505486,3,3.3105535116046667,18.018614757806063,1.7279817881062627
D1,2122,Christopher Nkunku,RasenBallsport Leipzig,,2750,34,20,15.58956778421998,19,14.831789795309305,13,9.910539161413908,28.34562087804079,6.817460434511304
D1,2122,Taiwo Awoniyi,Union Berlin,,2227,31,15,14.85024681314826,13,13.334689881652594,1,2.319056000560522,17.147334314882755,4.154074305668473
D1,2122,Serge Gnabry,Bayern Munich,,2205,34,14,10.994999093934894,14,10.994999093934894,5,10.519024493172765,31.48376989737153,12.264746733009815
D1,2122,Moussa Diaby,Bayer Leverkusen,,2793,32,13,8.830643471330404,13,8.07286649569869,12,10.126420075073838,26.786522515118122,10.381311136297882
D1,2122,Max Kruse,"Union Berlin,Wolfsburg",,2445,30,12,10.581552218645811,7,6.792668826878071,5,6.662425800226629,17.130861222743988,5.98236401937902
D1,2122,Jonas Hofmann,Borussia M.Gladbach,,2090,26,12,7.792510159313679,12,7.792510159313679,5,6.240602105855942,16.553138615563512,6.862448101863265
D1,2122,André Silva,RasenBallsport Leipzig,,2091,33,11,14.702838402241468,8,12.429504919797182,3,3.356619156897068,18.845169039443135,6.542913584038615
D1,2122,Jonathan Burkardt,Mainz 05,,2678,34,11,13.56547305174172,10,12.807697089388967,3,2.9118185080587864,17.720215886831284,3.3237849306315184
D1,2122,Alassane Pléa,Borussia M.Gladbach,,2074,33,10,8.969399956986308,7,6.696069641038775,6,8.780584182590246,18.875654755160213,7.468019613996148
