league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
D1,1415,Alexander Meier,Eintracht Frankfurt,,2209,26,19,15.395929794758558,16,12.364835809916258,2,1.2686933176591992,12.408803629688919,1.9156572110950947
D1,1415,Robert Lewandowski,Bayern Munich,,2493,31,17,17.72217770665884,16,16.96440165489912,5,4.644012862816453,23.31543641909957,4.92482384480536
D1,1415,Arjen Robben,Bayern Munich,,1681,21,17,10.364112544804811,15,8.848719526082277,7,7.505978640168905,20.820979438722134,8.605797499418259
D1,1415,Bas Dost,Wolfsburg,,1532,21,16,11.341979898512363,16,11.341979898512363,4,2.659186404198408,15.911893963813782,2.5383046250790358
D1,1415,Pierre-Emerick Aubameyang,Borussia Dortmund,,2724,33,16,15.396766778081656,14,13.881214778870344,6,6.378021429292858,20.85270912759006,2.512648966163397
D1,1415,Thomas Müller,Bayern Munich,,2382,32,13,14.078109433874488,10,11.804781360551715,10,6.459185007959604,23.158113352954388,6.340481746941805
D1,1415,Franco Di Santo,Werder Bremen,,2301,26,13,9.417815536260605,10,6.386788010597229,2,1.7892142124474049,9.532516993582249,2.3856412060558796
D1,1415,Karim Bellarabi,Bayer Leverkusen,,2731,33,12,10.108169626444578,12,10.108169626444578,6,4.98108253441751,18.11762835457921,5.559333937242627
D1,1415,Raffael,Borussia M.Gladbach,,2386,31,12,10.890817238017917,12,10.890817238017917,2,4.342749115079641,20.30747900903225,8.150456285104156
D1,1415,Shinji Okazaki,Mainz 05,,2787,32,12,9.83270476013422,12,9.83270476013422,3,3.2734946897253394,12.56701660528779,2.356663800776005
D1,1415,Max Kruse,Borussia M.Gladbach,,2586,32,11,11.078696148470044,8,8.80536986514926,9,8.65363187622279,21.17549055442214,9.910093931481242
D1,1415,Patrick Herrmann,Borussia M.Gladbach,,2214,32,11,9.384360551834106,11,9.384360551834106,4,5.1314405258744955,16.353567346930504,6.580174368806183
D1,1415,Son Heung-Min,Bayer Leverkusen,,2305,30,11,5.336322458460927,11,5.336322458460927,2,2.7342332247644663,10.994485611096025,5.067229459062219
D1,1415,Anthony Ujah,FC Cologne,,2357,32,10,7.948405441828072,10,7.948405441828072,3,4.075045397505164,12.668221244588494,3.046834109351039
D1,1415,Lars Stindl,Hannover 96,,1798,21,10,6.093045482411981,9,5.335269482806325,3,3.359395185019821,9.146016255021095,3.9367344714701176
