league,season,player_name,team,team_id,minutes,games,goals,xg,npg,npxg,assists,xa,xg_chain,xg_buildup
D1,1819,Robert Lewandowski,Bayern Munich,,2959,33,22,33.143249057233334,19,30.112291682511568,7,9.613416269421577,41.92331736534834,8.940881442278624
D1,1819,Paco Alcácer,Borussia Dortmund,,1181,26,18,10.243738202378154,17,9.48596122674644,0,1.606299844570458,12.346806429326534,4.099529784172773
D1,1819,Marco Reus,Borussia Dortmund,,2335,27,17,16.63950938731432,14,14.366176107898355,8,6.939868495799601,25.320992469787598,9.207558234222233
D1,1819,Andrej Kramaric,Hoffenheim,,2418,30,17,21.575572077184916,12,17.02906829304993,4,5.921653777360916,30.95576749369502,12.900221295654774
D1,1819,Kai Havertz,Bayer Leverkusen,,2906,34,17,11.994206056930125,14,9.721114703454077,3,2.9544783998280764,22.9847439462319,12.918040944263339
D1,1819,Luka Jovic,Eintracht Frankfurt,,2256,32,17,16.374113008379936,16,15.6163340061903,5,3.9537296555936337,19.627641800791025,4.356705125421286
D1,1819,Wout Weghorst,Wolfsburg,,2933,34,17,15.743415473029017,13,12.712311571463943,7,4.727676076814532,18.034685615450144,3.535672997124493
D1,1819,Timo Werner,RasenBallsport Leipzig,,2537,30,16,17.38365798443556,16,16.625880055129528,7,5.612681785598397,24.071128740906715,3.9079179167747498
D1,1819,Ishak Belfodil,Hoffenheim,,1867,28,16,12.273318383842707,16,12.273318383842707,3,5.104060221463442,18.454886622726917,3.8128784000873566
D1,1819,Yussuf Poulsen,RasenBallsport Leipzig,,2450,31,15,12.088992852717638,15,12.088992852717638,3,4.421724155545235,19.941677691414952,6.061320887878537
D1,1819,Sébastien Haller,Eintracht Frankfurt,,2176,29,15,13.694875746965408,12,11.421543806791306,9,7.365843757987022,18.38963846862316,5.616492498666048
D1,1819,Kevin Volland,Bayer Leverkusen,,2829,34,14,15.157770028337836,14,15.157770028337836,9,8.72912509739399,24.608731605112553,5.735529197379947
D1,1819,Jean-Philippe Mateta,Mainz 05,,2505,34,14,13.438382159918547,14,13.438382159918547,2,2.8835383150726557,17.881383119150996,2.674825127236545
D1,1819,Alassane Pléa,Borussia M.Gladbach,,2513,34,12,11.376329723745584,12,11.376329723745584,4,3.4188453424721956,15.470361612737179,5.1970779513940215
D1,1819,Jadon Sancho,Borussia Dortmund,,2463,34,12,7.421704597771168,12,7.421704597771168,14,8.309543904848397,28.07281539775431,16.31535908393562
D1,1819,Max Kruse,Werder Bremen,,2840,32,11,10.845133722759783,8,8.571802706457675,9,5.906608497723937,19.77341654151678,9.382066175341606
D1,1819,Ondrej Duda,Hertha Berlin,,2590,32,11,6.746956484392285,11,6.746956484392285,5,5.985960861667991,17.581694550812244,8.362128462642431
D1,1819,Vedad Ibisevic,Hertha Berlin,,1838,28,10,11.796555381268263,9,11.038779389113188,2,1.2025295868515968,15.35735633596778,3.746740462258458
D1,1819,Thorgan Hazard,Borussia M.Gladbach,,2885,33,10,9.718651266768575,7,5.929769674316049,10,9.782197763212025,17.89327171072364,8.82364683225751
D1,1819,Serge Gnabry,Bayern Munich,,1782,30,10,9.336768036708236,10,9.336768036708236,5,7.477373942732811,23.934617253020406,9.198959412053227
D1,1819,Alfred Finnbogason,Augsburg,,1372,18,10,11.457078740000725,6,8.426211759448051,1,2.427559692412615,10.545283645391464,1.5004222942516208
D1,1819,Nils Petersen,Freiburg,,1925,24,10,7.423546638339758,9,5.907995667308569,3,1.5120443776249886,8.715456280857325,3.148185597732663
D1,1819,Dodi Lukebakio,Fortuna Duesseldorf,,1989,31,10,11.845301015302539,6,7.298880798742175,3,2.2067444007843733,12.223733441904187,2.986320259049535
D1,1819,Benito Raman,Fortuna Duesseldorf,,1677,30,10,7.745716633275151,10,7.745716633275151,4,3.1257003284990788,11.815199591219425,2.0095487013459206
D1,1819,Gian-Luca Waldschmidt,Freiburg,,1705,30,9,7.428585084155202,6,5.155256936326623,1,2.396782763302326,9.611497400328517,4.248695693910122
D1,1819,Ante Rebic,Eintracht Frankfurt,,1995,28,9,10.508396678604186,9,10.508396678604186,4,5.55631522461772,16.078255721367896,2.844954611733556
D1,1819,Lucas Alario,Bayer Leverkusen,,1240,27,9,6.610632918775082,9,6.610632918775082,3,1.648653388954699,9.995475442148745,2.3495345022529364
D1,1819,Milot Rashica,Werder Bremen,,1571,26,9,6.400966620072722,8,5.643187647685409,5,4.246430315077305,10.056342173367739,2.0659022964537144
D1,1819,Salomon Kalou,Hertha Berlin,,2329,30,8,10.371442053467035,5,8.098113153129816,2,4.993968486785889,15.156653393059969,3.438527167774737
D1,1819,Leon Goretzka,Bayern Munich,,2008,30,8,7.112090278416872,8,7.112090278416872,4,3.493873693048954,20.793496813625097,13.481845952570438
D1,1819,Joelinton,Hoffenheim,,2149,28,7,8.931487414985895,7,8.931487414985895,5,5.146287014707923,17.74460858106613,6.656126203015447
D1,1819,Daniel Caligiuri,Schalke 04,,2767,31,7,6.154281265102327,3,1.6077000154182315,3,5.252125505357981,9.212867179885507,6.125755585730076
D1,1819,Julian Brandt,Bayer Leverkusen,,2684,33,7,8.250307105481625,7,8.250307105481625,11,9.460528545081615,26.180527662858367,12.93990651331842
D1,1819,Mario Götze,Borussia Dortmund,,1694,26,7,4.838531645014882,7,4.838531645014882,7,6.643359361216426,17.36269262805581,7.580027289688587
D1,1819,Robin Quaison,Mainz 05,,2211,28,7,8.18384890910238,7,8.18384890910238,3,1.8888897756114602,10.860764971002936,3.653213099576533
D1,1819,James Rodríguez,Bayern Munich,,1149,20,7,5.530224581249058,7,5.530224581249058,3,5.46054333075881,16.030885197222233,8.327242121100426
D1,1819,Karim Onisiwo,Mainz 05,,1136,26,7,4.853994380682707,7,4.853994380682707,3,3.4238012190908194,9.384746996685863,2.397985400632024
D1,1819,Mario Gomez,VfB Stuttgart,,2215,31,7,9.682835781481117,7,9.682835781481117,2,2.462566601112485,12.89136173389852,1.5322639159858227
D1,1819,Vincenzo Grifo,"Freiburg,Hoffenheim",,1768,23,7,5.079269813373685,5,3.563717842102051,5,3.442116279155016,9.97123808413744,6.046443050727248
D1,1819,Reiss Nelson,Hoffenheim,,611,23,7,3.222892178222537,7,3.222892178222537,0,0.833613196387887,6.424739407375455,2.4796330854296684
