league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
I1,1516,2015-08-22,Verona,Roma,,,True,1,1,0.865017,1.16312,0.865017,1.16312,1.16312,0.865017,15.45,6.222222222222222,2,11,1.0943,1.5953,0.2613,0.3104,0.4283
I1,1516,2015-08-22,Lazio,Bologna,,,True,2,1,1.54404,0.375662,1.54404,0.375662,0.375662,1.54404,7.967741935483871,18.333333333333332,3,3,2.3434,0.43629999999999997,0.7077,0.2203,0.072
I1,1516,2015-08-23,Juventus,Udinese,,,True,0,1,1.82451,0.867178,1.82451,0.867178,0.867178,1.82451,4.066666666666666,9.0,13,1,2.0730999999999997,0.6727000000000001,0.6063,0.2542,0.1395
I1,1516,2015-08-23,Palermo,Genoa,,,True,1,0,1.63924,0.77741,1.63924,0.77741,0.77741,1.63924,13.590909090909092,5.967741935483871,5,7,2.0782000000000003,0.6811,0.6125,0.2407,0.1468
I1,1516,2015-08-23,Sampdoria,Carpi,,,True,5,2,1.40755,2.67392,0.646247,1.91262,1.91262,0.646247,7.615384615384615,18.6,2,2,0.5572,2.2500999999999998,0.1215,0.1927,0.6858
I1,1516,2015-08-23,Sassuolo,Napoli,,,True,2,1,2.16827,1.15002,2.16827,1.15002,1.15002,2.16827,14.052631578947368,4.794117647058823,8,3,2.1375,0.6504000000000001,0.6418,0.2121,0.1461
I1,1516,2015-08-23,Inter,Atalanta,,,True,1,0,1.03572,0.380583,1.03572,0.380583,0.380583,1.03572,4.46875,20.125,9,4,1.9348999999999998,0.7313000000000001,0.5337,0.3338,0.1325
I1,1516,2015-08-23,Empoli,Chievo,,,True,1,3,1.24183,1.0769,1.24183,1.0769,1.0769,1.24183,8.869565217391305,7.135135135135135,8,4,1.5121,1.1809,0.4017,0.307,0.2913
I1,1516,2015-08-23,Fiorentina,AC Milan,,,True,2,0,1.93344,0.586002,1.17214,0.586002,0.586002,1.17214,6.15625,10.137931034482758,5,3,2.4726000000000004,0.3531,0.7661,0.1743,0.0596
I1,1516,2015-08-23,Frosinone,Torino,,,True,1,2,0.895109,1.99731,0.895109,1.99731,1.99731,0.895109,7.32,6.413793103448276,0,10,0.6219,2.1584999999999996,0.1341,0.2196,0.6463
I1,1516,2015-08-29,Bologna,Sassuolo,,,True,0,1,0.153057,0.760634,0.153057,0.760634,0.760634,0.153057,10.25925925925926,6.0,3,1,0.5722,2.0353,0.0599,0.3925,0.5476
I1,1516,2015-08-29,AC Milan,Empoli,,,True,2,1,1.05099,1.01877,1.05099,1.01877,1.01877,1.05099,7.483870967741935,8.32,1,6,1.3938,1.2837,0.3571,0.3225,0.3204
I1,1516,2015-08-30,Roma,Juventus,,,True,2,1,0.970721,0.973945,0.970721,0.973945,0.973945,0.970721,6.862068965517241,11.884615384615385,3,5,1.2781,1.3939000000000001,0.3167,0.328,0.3553
I1,1516,2015-08-30,Torino,Fiorentina,,,True,3,1,0.646798,0.839819,0.646798,0.839819,0.839819,0.646798,17.958333333333332,6.148148148148148,4,5,1.1014,1.5157,0.2395,0.3829,0.3776
I1,1516,2015-08-30,Udinese,Palermo,,,True,0,1,2.23566,0.791464,2.23566,0.791464,0.791464,2.23566,3.926829268292683,14.2,8,0,2.4824,0.3335,0.7661,0.1841,0.0498
I1,1516,2015-08-30,Napoli,Sampdoria,,,True,2,2,1.71418,1.36084,1.71418,0.599543,0.599543,1.71418,9.916666666666666,29.09090909090909,11,4,1.585,1.1287,0.4329,0.2863,0.2808
I1,1516,2015-08-30,Carpi,Inter,,,True,1,2,0.866071,3.03344,0.866071,2.27214,2.27214,0.866071,13.807692307692308,4.705882352941177,3,5,0.1261,2.7984999999999998,0.0169,0.0754,0.9077
I1,1516,2015-08-30,Chievo,Lazio,,,True,4,0,1.63354,0.832294,1.63354,0.832294,0.832294,1.63354,10.9,9.217391304347826,8,8,2.0384,0.7037,0.5935,0.2579,0.1486
I1,1516,2015-08-30,Genoa,Verona,,,True,2,0,2.03288,0.520796,2.03288,0.520796,0.520796,2.03288,4.074074074074074,9.173913043478262,7,4,2.5296,0.3174,0.7922,0.153,0.0548
I1,1516,2015-08-30,Atalanta,Frosinone,,,True,2,0,3.15546,0.836519,2.39416,0.836519,0.836519,2.39416,5.133333333333334,7.586206896551724,9,6,2.7476,0.1718,0.889,0.0806,0.0304
I1,1516,2015-09-12,Fiorentina,Genoa,,,True,1,0,0.677696,0.612554,0.677696,0.612554,0.612554,0.677696,8.73076923076923,8.703703703703704,3,6,1.3704,1.2315,0.3241,0.3981,0.2778
I1,1516,2015-09-12,Frosinone,Roma,,,True,0,2,0.366506,1.90653,0.366506,1.90653,1.90653,0.366506,6.344827586206897,5.95,2,6,0.3045,2.5353,0.0481,0.1602,0.7917
I1,1516,2015-09-12,Juventus,Chievo,,,True,1,1,2.74683,0.635511,1.98553,0.635511,0.635511,1.98553,3.2058823529411766,12.851851851851851,10,2,2.7472000000000003,0.16060000000000002,0.885,0.0922,0.0228
I1,1516,2015-09-13,Verona,Torino,,,True,2,2,1.61701,0.926644,0.855706,0.926644,0.926644,0.855706,12.19047619047619,8.884615384615385,2,7,1.957,0.754,0.556,0.289,0.155
I1,1516,2015-09-13,Palermo,Carpi,,,True,2,2,1.31893,0.912214,1.31893,0.912214,0.912214,1.31893,4.310344827586207,10.80952380952381,8,6,1.7163,0.9543,0.4623,0.3294,0.2083
I1,1516,2015-09-13,Sassuolo,Atalanta,,,True,2,2,1.26217,1.32444,0.500873,0.563138,0.563138,0.500873,5.645161290322581,10.37037037037037,3,2,1.2567,1.3754999999999997,0.2963,0.3678,0.3359
I1,1516,2015-09-13,Empoli,Napoli,,,True,2,2,1.29389,1.03333,1.29389,1.03333,1.03333,1.29389,15.434782608695652,6.0,5,5,1.583,1.1228,0.4296,0.2942,0.2762
I1,1516,2015-09-13,Lazio,Udinese,,,True,2,0,1.33653,0.611595,1.33653,0.611595,0.611595,1.33653,9.095238095238095,11.875,3,5,2.0566,0.6568,0.59,0.2866,0.1234
I1,1516,2015-09-13,Inter,AC Milan,,,True,1,0,1.85902,0.825596,1.85902,0.825596,0.825596,1.85902,8.526315789473685,7.8,3,5,2.1658,0.6085,0.6467,0.2257,0.1276
I1,1516,2015-09-14,Sampdoria,Bologna,,,True,2,0,1.29105,0.262969,1.29105,0.262969,0.262969,1.29105,10.227272727272727,13.375,3,3,2.3289,0.4215,0.6931,0.2496,0.0573
I1,1516,2015-09-19,Udinese,Empoli,,,True,1,2,0.991963,0.68218,0.991963,0.68218,0.68218,0.991963,7.848484848484849,7.0,3,2,1.6781,0.9653,0.4405,0.3566,0.2029
I1,1516,2015-09-19,AC Milan,Palermo,,,True,3,2,1.29857,1.34984,1.29857,1.34984,1.34984,1.29857,5.026315789473684,8.5,5,4,1.2635999999999998,1.4388,0.322,0.2976,0.3804
I1,1516,2015-09-20,Chievo,Inter,,,True,0,1,0.885744,1.36927,0.885744,1.36927,1.36927,0.885744,5.7272727272727275,19.11111111111111,9,5,0.8558,1.8248000000000002,0.1788,0.3194,0.5018
