league,season,date,home_team_raw,away_team_raw,home_team_id,away_team_id,is_result,home_goals,away_goals,home_xg,away_xg,home_npxg,away_npxg,home_npxga,away_npxga,home_ppda,away_ppda,home_deep,away_deep,home_xpts,away_xpts,understat_forecast_home_win,understat_forecast_draw,understat_forecast_away_win
I1,1617,2016-08-20,Roma,Udinese,,,True,4,0,5.74878,0.517156,4.22618,0.517156,0.517156,4.22618,5.411764705882353,25.5,13,6,2.9943999999999997,0.0031000000000000003,0.9973,0.0025,0.0002
I1,1617,2016-08-20,Juventus,Fiorentina,,,True,2,1,1.5603,0.244198,1.5603,0.244198,0.244198,1.5603,11.62962962962963,17.894736842105264,3,3,2.4653,0.33140000000000003,0.754,0.2033,0.0427
I1,1617,2016-08-21,AC Milan,Torino,,,True,3,2,2.5953,1.74508,1.834,0.983783,0.983783,1.834,8.789473684210526,6.3125,6,12,2.0237,0.7712000000000001,0.6062,0.2051,0.1887
I1,1617,2016-08-21,Palermo,Sassuolo,,,True,0,1,0.351218,1.67953,0.351218,0.918235,0.918235,0.351218,10.89655172413793,8.192307692307692,5,8,0.33120000000000005,2.4876,0.05,0.1812,0.7688
I1,1617,2016-08-21,Pescara,Napoli,,,True,2,2,1.08269,1.41716,1.08269,1.41716,1.41716,1.08269,24.307692307692307,8.617647058823529,2,8,1.0818,1.6194,0.261,0.2988,0.4402
I1,1617,2016-08-21,Atalanta,Lazio,,,True,3,4,1.54669,1.80658,1.54669,1.80658,1.80658,1.54669,11.583333333333334,14.043478260869565,9,3,1.1199,1.6089000000000002,0.2829,0.2712,0.4459
I1,1617,2016-08-21,Bologna,Crotone,,,True,1,0,1.73535,0.38438,1.73535,0.38438,0.38438,1.73535,12.166666666666666,9.185185185185185,9,3,2.4250000000000003,0.3808,0.7436,0.1942,0.0622
I1,1617,2016-08-21,Chievo,Inter,,,True,2,0,0.778083,1.01715,0.778083,1.01715,1.01715,0.778083,11.17142857142857,6.68,4,4,1.1109,1.5525,0.2581,0.3366,0.4053
I1,1617,2016-08-21,Empoli,Sampdoria,,,True,0,1,0.934821,1.04646,0.934821,1.04646,1.04646,0.934821,9.777777777777779,4.968253968253968,2,4,1.2547000000000001,1.4127999999999998,0.3074,0.3325,0.3601
I1,1617,2016-08-21,Genoa,Cagliari,,,True,3,1,1.52666,0.912546,1.52666,0.912546,0.912546,1.52666,3.027027027027027,14.15,9,3,1.8235000000000001,0.9004000000000001,0.5158,0.2761,0.2081
I1,1617,2016-08-27,Lazio,Juventus,,,True,0,1,0.16672,0.614088,0.16672,0.614088,0.614088,0.16672,9.228571428571428,11.137931034482758,0,4,0.7599,1.7436,0.0878,0.4965,0.4157
I1,1617,2016-08-27,Napoli,AC Milan,,,True,4,2,2.78103,0.804413,2.78103,0.804413,0.804413,2.78103,11.409090909090908,18.789473684210527,6,3,2.7317000000000005,0.1754,0.8796,0.0929,0.0275
I1,1617,2016-08-28,Inter,Palermo,,,True,1,1,1.94441,0.544244,1.94441,0.544244,0.544244,1.94441,4.357142857142857,11.0625,7,1,2.4089,0.40249999999999997,0.7401,0.1886,0.0713
I1,1617,2016-08-28,Sampdoria,Atalanta,,,True,2,1,0.933904,0.314303,0.172605,0.314303,0.314303,0.172605,7.6875,11.75,1,1,2.1231000000000004,0.558,0.6014,0.3189,0.0797
I1,1617,2016-08-28,Sassuolo,Pescara,,,True,2,1,0.54343,1.45854,0.54343,1.45854,1.45854,0.54343,11.75,8.454545454545455,6,9,0.4752,2.2875,0.0793,0.2373,0.6834
I1,1617,2016-08-28,Torino,Bologna,,,True,5,1,4.22894,0.532401,3.45421,0.532401,0.532401,3.45421,9.033333333333333,9.608695652173912,9,4,2.9509000000000003,0.0307,0.9775,0.0184,0.0041
I1,1617,2016-08-28,Udinese,Empoli,,,True,2,0,0.912097,1.18302,0.912097,1.18302,1.18302,0.912097,8.264705882352942,5.0,3,2,1.1021999999999998,1.5825,0.2623,0.3153,0.4224
I1,1617,2016-08-28,Cagliari,Roma,,,True,2,2,1.76368,2.92514,1.76368,2.16384,2.16384,1.76368,7.057142857142857,16.0,9,10,0.6601,2.149,0.1564,0.1909,0.6527
I1,1617,2016-08-28,Crotone,Genoa,,,True,1,3,1.02444,2.39624,1.02444,2.39624,2.39624,1.02444,9.625,6.846153846153846,1,7,0.4246,2.3926,0.0806,0.1828,0.7366
I1,1617,2016-08-28,Fiorentina,Chievo,,,True,1,0,0.763552,0.795506,0.763552,0.795506,0.795506,0.763552,11.5,14.916666666666666,4,10,1.2318,1.4087999999999998,0.2908,0.3594,0.3498
I1,1617,2016-09-10,Juventus,Sassuolo,,,True,3,1,3.29973,0.835114,3.29973,0.835114,0.835114,3.29973,5.56,15.0,12,4,2.7710000000000004,0.1553,0.8991,0.0737,0.0272
I1,1617,2016-09-10,Palermo,Napoli,,,True,0,3,0.58528,1.89333,0.58528,1.89333,1.89333,0.58528,46.6,15.727272727272727,0,9,0.4257,2.376,0.0758,0.1983,0.7259
I1,1617,2016-09-11,Bologna,Cagliari,,,True,2,1,1.75506,0.916015,1.75506,0.916015,0.916015,1.75506,12.04,11.8,5,3,2.0654999999999997,0.6873,0.6061,0.2472,0.1467
I1,1617,2016-09-11,Chievo,Lazio,,,True,1,1,2.00749,0.74614,2.00749,0.74614,0.74614,2.00749,10.24,16.88888888888889,2,3,2.3567000000000005,0.4595,0.7243,0.1838,0.0919
I1,1617,2016-09-11,AC Milan,Udinese,,,True,0,1,0.959858,0.507771,0.959858,0.507771,0.507771,0.959858,7.545454545454546,17.9375,7,2,1.8048,0.8481000000000001,0.4859,0.3471,0.167
I1,1617,2016-09-11,Roma,Sampdoria,,,True,3,2,3.61418,1.23572,2.85288,1.23572,1.23572,2.85288,5.882352941176471,8.025641025641026,7,3,2.6778999999999997,0.2254,0.8604,0.0967,0.0429
I1,1617,2016-09-11,Atalanta,Torino,,,True,2,1,2.47685,0.648686,1.71555,0.648686,0.648686,1.71555,8.409090909090908,6.36,5,5,2.6021,0.278,0.8274,0.1199,0.0527
I1,1617,2016-09-11,Pescara,Inter,,,True,1,2,1.52585,1.70313,1.52585,1.70313,1.70313,1.52585,13.28,6.228571428571429,3,8,1.2731000000000001,1.4789,0.3417,0.248,0.4103
I1,1617,2016-09-12,Empoli,Crotone,,,True,2,1,0.636904,0.521587,0.636904,0.521587,0.521587,0.636904,7.03125,10.583333333333334,2,4,1.3903999999999999,1.1921,0.3243,0.4175,0.2582
I1,1617,2016-09-16,Sampdoria,AC Milan,,,True,0,1,0.594515,0.782456,0.594515,0.782456,0.782456,0.594515,7.0625,11.045454545454545,7,5,1.0773,1.5453,0.2333,0.3774,0.3893
I1,1617,2016-09-17,Lazio,Pescara,,,True,3,0,3.04807,1.21293,3.04807,0.451632,0.451632,3.04807,7.28,12.9,12,1,2.5391,0.3263,0.8015,0.1346,0.0639
I1,1617,2016-09-17,Napoli,Bologna,,,True,3,1,1.47652,0.312903,1.47652,0.312903,0.312903,1.47652,9.964285714285714,30.133333333333333,5,4,2.3228,0.4448,0.6968,0.2324,0.0708
I1,1617,2016-09-18,Udinese,Chievo,,,True,1,2,0.753743,2.50145,0.753743,2.50145,2.50145,0.753743,10.777777777777779,5.074074074074074,3,10,0.2841,2.5793999999999997,0.0492,0.1365,0.8143
I1,1617,2016-09-18,Sassuolo,Genoa,,,True,2,0,2.29731,1.40462,1.53601,1.40462,1.40462,1.53601,10.2,7.241379310344827,3,5,2.1513,0.6116999999999999,0.6381,0.237,0.1249
I1,1617,2016-09-18,Torino,Empoli,,,True,0,0,0.718392,0.184549,0.718392,0.184549,0.184549,0.718392,7.410256410256411,10.35,5,4,1.8865,0.6757,0.4829,0.4378,0.0793
I1,1617,2016-09-18,Cagliari,Atalanta,,,True,3,0,1.03866,1.02015,1.03866,0.258851,0.258851,1.03866,10.16,5.53125,3,4,1.2608000000000001,1.3973,0.3063,0.3419,0.3518
I1,1617,2016-09-18,Crotone,Palermo,,,True,1,1,1.13821,0.612635,1.13821,0.612635,0.612635,1.13821,12.515151515151516,3.3823529411764706,2,6,1.8442,0.847,0.5118,0.3088,0.1794
I1,1617,2016-09-18,Inter,Juventus,,,True,2,1,0.746577,1.24154,0.746577,1.24154,1.24154,0.746577,13.4,8.75,8,3,0.8719000000000001,1.8282999999999998,0.1907,0.2998,0.5095
I1,1617,2016-09-18,Fiorentina,Roma,,,True,1,0,0.737697,1.02389,0.737697,1.02389,1.02389,0.737697,14.608695652173912,7.75,3,11,1.0852,1.5763,0.2489,0.3385,0.4126
I1,1617,2016-09-20,AC Milan,Lazio,,,True,2,0,2.62568,0.701969,1.86438,0.701969,0.701969,1.86438,6.576923076923077,5.944444444444445,7,6,2.6406,0.2442,0.8418,0.1152,0.043
I1,1617,2016-09-21,Bologna,Sampdoria,,,True,2,0,1.04424,0.902754,1.04424,0.902754,0.902754,1.04424,7.391304347826087,7.233333333333333,3,1,1.4452,1.2118,0.3674,0.343,0.2896
I1,1617,2016-09-21,Chievo,Sassuolo,,,True,2,1,0.195009,0.435427,0.195009,0.435427,0.435427,0.195009,11.35,8.772727272727273,4,1,0.9057999999999999,1.5367000000000002,0.1161,0.5575,0.3264
I1,1617,2016-09-21,Empoli,Inter,,,True,0,2,0.437207,1.89478,0.437207,1.89478,1.89478,0.437207,9.576923076923077,10.793103448275861,4,5,0.3306,2.4999000000000002,0.0537,0.1695,0.7768
I1,1617,2016-09-21,Genoa,Napoli,,,True,0,0,0.838569,0.928776,0.838569,0.928776,0.928776,0.838569,11.620689655172415,6.722222222222222,3,8,1.26,1.3980000000000001,0.306,0.342,0.352
I1,1617,2016-09-21,Juventus,Cagliari,,,True,4,0,3.23331,0.0712181,3.23331,0.0712181,0.0712181,3.23331,6.777777777777778,16.363636363636363,9,1,2.9532999999999996,0.0253,0.9773,0.0214,0.0013
I1,1617,2016-09-21,Pescara,Torino,,,True,0,0,0.988465,0.628442,0.988465,0.628442,0.628442,0.988465,8.047619047619047,12.090909090909092,6,2,1.6391,1.0073,0.4285,0.3536,0.2179
I1,1617,2016-09-21,Roma,Crotone,,,True,4,0,2.21659,1.20964,2.21659,0.448467,0.448467,2.21659,4.777777777777778,29.625,6,4,2.0951,0.6764,0.6222,0.2285,0.1493
I1,1617,2016-09-21,Udinese,Fiorentina,,,True,2,2,1.89441,1.08173,1.89441,0.320435,0.320435,1.89441,19.9,6.333333333333333,2,2,2.0095,0.7252,0.5814,0.2653,0.1533
I1,1617,2016-09-21,Atalanta,Palermo,,,True,0,1,1.6265,1.04637,1.6265,1.04637,1.04637,1.6265,7.064516129032258,8.458333333333334,4,2,1.8171000000000004,0.8916000000000001,0.5086,0.2913,0.2001
I1,1617,2016-09-24,Palermo,Juventus,,,True,0,1,0.115058,1.22962,0.115058,1.22962,1.22962,0.115058,15.217391304347826,12.95,3,9,0.3428,2.3960000000000004,0.0272,0.2612,0.7116
I1,1617,2016-09-24,Napoli,Chievo,,,True,2,0,0.644091,0.41855,0.644091,0.41855,0.41855,0.644091,16.272727272727273,16.666666666666668,12,4,1.4891,1.0589,0.3457,0.452,0.2023
I1,1617,2016-09-25,Torino,Roma,,,True,3,1,2.48231,2.97512,1.72101,2.21382,2.21382,1.72101,11.653846153846153,3.78125,9,17,1.097,1.6825999999999999,0.2922,0.2204,0.4874
I1,1617,2016-09-25,Sassuolo,Udinese,,,True,1,0,1.51059,0.611892,1.51059,0.611892,0.611892,1.51059,9.346153846153847,9.724137931034482,3,3,2.1852,0.573,0.6478,0.2418,0.1104
I1,1617,2016-09-25,Genoa,Pescara,,,True,1,1,0.507435,1.09165,0.507435,1.09165,1.09165,0.507435,7.53125,7.24,3,5,0.7253000000000001,1.9646000000000001,0.1384,0.3101,0.5515
I1,1617,2016-09-25,Inter,Bologna,,,True,1,1,1.37159,0.551483,1.37159,0.551483,0.551483,1.37159,5.2368421052631575,14.454545454545455,8,4,2.0368,0.6801999999999999,0.5846,0.283,0.1324
I1,1617,2016-09-25,Lazio,Empoli,,,True,2,0,1.91368,1.03563,1.91368,1.03563,1.03563,1.91368,9.066666666666666,9.2,13,5,2.0453,0.7148,0.6018,0.2399,0.1583
I1,1617,2016-09-25,Fiorentina,AC Milan,,,True,0,0,1.54079,0.710461,0.779487,0.710461,0.710461,0.779487,9.166666666666666,16.894736842105264,5,5,2.0977,0.6499,0.6151,0.2524,0.1325
I1,1617,2016-09-26,Crotone,Atalanta,,,True,1,3,0.659193,2.1441,0.659193,2.1441,2.1441,0.659193,8.466666666666667,13.9,5,4,0.3156,2.5310999999999995,0.0541,0.1533,0.7926
I1,1617,2016-09-26,Cagliari,Sampdoria,,,True,2,1,1.33563,1.13075,1.33563,1.13075,1.13075,1.33563,6.0256410256410255,3.85,4,4,1.5469,1.1638,0.4192,0.2893,0.2915
I1,1617,2016-10-01,Pescara,Chievo,,,True,0,2,0.518031,1.81437,0.518031,1.81437,1.81437,0.518031,13.052631578947368,11.275862068965518,4,6,0.4253,2.3819,0.0775,0.1928,0.7297
